Packet No,App TimeStamp,Sensor TimeStamp,Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),ref (uV),AccX(mg),AccY(mg),AccZ(mg),Event A,Event B
,-154,-2,30,97,-13,-147,,,,,,,,,,,,-2,,,,,
,275,2,441,1124,2598,-2234,,,,,,,,,,,,-3,,,,,
,-172,-13,1744,5165,8734,12692,,,,,,,,,,,,-1,,,,,
,946,,441,1445,1869,9570,,,,,,,,,,,,6,,,,,
,-1086,,19,46,-429,3561,,,,,,,,,,,,-10,,,,,
,217,,-422,-1187,-2128,-3511,,,,,,,,,,,,-2,,,,,
,-87,-17,-1796,-5289,-7867,-20986,,,,,,,,,,,,11,,,,,
,386,17,-488,-1487,-1985,-7720,,,,,,,,,,,,-15,,,,,
,-319,,-29,34,-321,5017,,,,,,,,,,,,-2,,,,,
,458,-32,478,1255,1663,7145,,,,,,,,,,,,15,,,,,
,-10,19,1834,5330,8372,15575,,,,,,,,,,,,8,,,,,
,-234,4,449,1350,2713,-968,,,,,,,,,,,,2,,,,,
,-278,-21,-40,-292,-85,-4105,,,,,,,,,,,,-1,,,,,
,-197,16,-454,-584,-1176,3872,,,,,,,,,,,,-4,,,,,
,339,-3,-1777,-5787,-9937,-13871,,,,,,,,,,,,-8,,,,,
,668,-32,-416,-1193,-2097,-3936,,,,,,,,,,,,-9,,,,,
,-188,18,7,-22,507,-5245,,,,,,,,,,,,12,,,,,
,18,1,411,1165,2456,-50,,,,,,,,,,,,17,,,,,
,-110,-15,1778,5222,8137,20177,,,,,,,,,,,,-17,,,,,
,-661,-7,461,1456,1780,8410,,,,,,,,,,,,-8,,,,,
,1,-9,45,102,-86,360,,,,,,,,,,,,1,,,,,
,137,13,-461,-1325,-1585,-8744,,,,,,,,,,,,5,,,,,
,-9,-15,-1832,-5281,-8022,-19111,,,,,,,,,,,,-5,,,,,
,-75,2,-463,-1376,-2558,90,,,,,,,,,,,,-13,,,,,
,-53,9,21,11,-490,3823,,,,,,,,,,,,16,,,,,
,107,-31,494,1326,1974,4119,,,,,,,,,,,,-3,,,,,
,-17,5,1784,5168,8925,10278,,,,,,,,,,,,-1,,,,,
,139,-2,420,1338,2604,456,,,,,,,,,,,,19,,,,,
,185,2,-23,17,-313,4477,,,,,,,,,,,,-13,,,,,
,-88,-13,-437,-1220,-2433,707,,,,,,,,,,,,-5,,,,,
,-662,8,-1762,-5140,-8595,-14813,,,,,,,,,,,,4,,,,,
,379,,-442,-1441,-1811,-9566,,,,,,,,,,,,5,,,,,
,514,4,-44,-91,435,-4221,,,,,,,,,,,,-10,,,,,
,1907,-4,439,1227,1771,7776,,,,,,,,,,,,,,,,,
,-1487,7,1833,5272,8024,19710,,,,,,,,,,,,5,,,,,
,-299,-35,474,1510,2027,5205,,,,,,,,,,,,-1,,,,,
,-230,20,4,-46,461,-4826,,,,,,,,,,,,-11,,,,,
,633,-54,-508,-1354,-1654,-7919,,,,,,,,,,,,5,,,,,
,-647,41,-1823,-5366,-8976,-11922,,,,,,,,,,,,13,,,,,
,113,-7,-424,-791,-1603,2051,,,,,,,,,,,,12,,,,,
,-212,-33,53,-528,-1343,-1584,,,,,,,,,,,,-13,,,,,
,513,-3,433,1366,2868,-493,,,,,,,,,,,,-3,,,,,
,-1252,-16,1768,5188,8964,11018,,,,,,,,,,,,6,,,,,
,-154,4,435,1409,1910,8405,,,,,,,,,,,,-4,,,,,
,107,-8,15,26,-441,4360,,,,,,,,,,,,,,,,,
,44,23,-417,-1131,-2208,-2425,,,,,,,,,,,,9,,,,,
,-96,-20,-1790,-5288,-8044,-20001,,,,,,,,,,,,-9,,,,,
,673,-1,-485,-1475,-1791,-9345,,,,,,,,,,,,-8,,,,,
,-175,-10,-14,23,-210,3804,,,,,,,,,,,,4,,,,,
,115,1,470,1229,1622,7985,,,,,,,,,,,,-2,,,,,
,-289,10,1843,5324,8235,16534,,,,,,,,,,,,6,,,,,
,7,-27,434,1383,2597,77,,,,,,,,,,,,5,,,,,
,424,-5,-38,-97,496,-4893,,,,,,,,,,,,1,,,,,
,277,-2,-485,-1245,-2246,108,,,,,,,,,,,,-7,,,,,
,12,24,-1774,-5218,-8886,-10849,,,,,,,,,,,,-1,,,,,
,-80,-3,-392,-1291,-2483,-3333,,,,,,,,,,,,9,,,,,
,-40,-32,-6,-53,358,-4287,,,,,,,,,,,,-3,,,,,
,-84,3,412,1162,2599,-1578,,,,,,,,,,,,-2,,,,,
,3323,2,1763,5238,8269,18891,,,,,,,,,,,,-10,,,,,
,-3915,-2,470,1427,1718,9099,,,,,,,,,,,,2,,,,,
,2323,2,54,97,-232,1267,,,,,,,,,,,,-7,,,,,
,-1937,-2,-452,-1289,-1655,-7570,,,,,,,,,,,,12,,,,,
,642,-21,-1836,-5301,-7931,-20602,,,,,,,,,,,,1,,,,,
,-1036,3,-470,-1597,-2846,-2075,,,,,,,,,,,,1,,,,,
,180,16,3,543,577,6699,,,,,,,,,,,,,,,,,
,-73,-30,501,893,1052,3329,,,,,,,,,,,,-14,,,,,
,142,1,1797,5248,8860,11622,,,,,,,,,,,,6,,,,,
,120,11,422,1395,2828,-567,,,,,,,,,,,,8,,,,,
,-84,1,-21,14,-174,3008,,,,,,,,,,,,1,,,,,
,351,-1,-444,-1252,-2466,1312,,,,,,,,,,,,-1,,,,,
,1721,-2,-1759,-5138,-8678,-14038,,,,,,,,,,,,-4,,,,,
,-1593,-10,-435,-1412,-1952,-8242,,,,,,,,,,,,-1,,,,,
,-162,-19,-31,-77,568,-5498,,,,,,,,,,,,5,,,,,
,160,1,435,1234,1910,6280,,,,,,,,,,,,,,,,,
,493,-12,1805,5235,7984,20399,,,,,,,,,,,,5,,,,,
,1224,1,475,1512,1923,5980,,,,,,,,,,,,-6,,,,,
,-117,13,3,-16,320,-3505,,,,,,,,,,,,-3,,,,,
,1631,1,-485,-1355,-1487,-9091,,,,,,,,,,,,,,,,,
,-1770,-3,-1833,-5229,-8565,-12903,,,,,,,,,,,,-1,,,,,
,-2028,-11,-412,-1382,-2713,433,,,,,,,,,,,,-2,,,,,
,751,-21,29,102,-255,1639,,,,,,,,,,,,3,,,,,
,-780,22,456,1225,2380,115,,,,,,,,,,,,-8,,,,,
,-106,-1,1755,5103,8955,9715,,,,,,,,,,,,12,,,,,
,2753,-31,418,1417,2088,6850,,,,,,,,,,,,5,,,,,
,-2278,-2,23,43,-398,5074,,,,,,,,,,,,-3,,,,,
,266,2,-416,-1172,-2318,-1685,,,,,,,,,,,,-7,,,,,
,-331,11,-1782,-5229,-8146,-18728,,,,,,,,,,,,-2,,,,,
,942,-9,-469,-1517,-1759,-10459,,,,,,,,,,,,3,,,,,
,-1023,10,-25,18,-92,2189,,,,,,,,,,,,17,,,,,
,-634,-13,471,1033,1237,7730,,,,,,,,,,,,-5,,,,,
,2669,-5,1817,5960,9403,19810,,,,,,,,,,,,,,,,,
,-756,18,461,794,1255,-939,,,,,,,,,,,,-5,,,,,
,272,-16,-30,66,877,-5241,,,,,,,,,,,,-22,,,,,
,2254,-14,-481,-1221,-2058,-1484,,,,,,,,,,,,9,,,,,
,1012,-6,-1787,-5222,-8860,-10283,,,,,,,,,,,,8,,,,,
,-2058,-14,-418,-1315,-2554,-2657,,,,,,,,,,,,-2,,,,,
,-1743,13,19,-3,216,-2902,,,,,,,,,,,,,,,,,
,1688,6,428,1143,2670,-2439,,,,,,,,,,,,-2,,,,,
,-3209,-12,1763,5230,8389,17057,,,,,,,,,,,,1,,,,,
,-30,,449,1437,1752,9715,,,,,,,,,,,,12,,,,,
,77,-20,31,63,-330,1998,,,,,,,,,,,,,,,,,
,99,2,-437,-1246,-1825,-6148,,,,,,,,,,,,-9,,,,,
,6,-15,-1816,-5337,-7799,-21497,,,,,,,,,,,,9,,,,,
,20,3,-469,-1404,-2312,-3178,,,,,,,,,,,,-8,,,,,
,44,10,2,27,-451,5252,,,,,,,,,,,,-2,,,,,
,47,-1,478,1304,1758,5570,,,,,,,,,,,,3,,,,,
,-60,2,1816,5253,8665,12993,,,,,,,,,,,,2,,,,,
,-101,-12,432,1320,2764,-1620,,,,,,,,,,,,-1,,,,,
,4918,-22,-40,-2,-12,1136,,,,,,,,,,,,1,,,,,
,-3929,23,-452,-1224,-2457,1892,,,,,,,,,,,,3,,,,,
,-930,-19,-1764,-5182,-8778,-13343,,,,,,,,,,,,5,,,,,
,375,-13,-417,-1367,-2068,-6880,,,,,,,,,,,,-11,,,,,
,525,12,-23,-110,585,-6194,,,,,,,,,,,,-2,,,,,
,-692,,403,1208,2086,4346,,,,,,,,,,,,-2,,,,,
,686,5,1812,5226,7935,20783,,,,,,,,,,,,5,,,,,
,-607,-15,484,1405,1702,6290,,,,,,,,,,,,-1,,,,,
,1627,13,7,517,1082,-191,,,,,,,,,,,,-6,,,,,
,-636,-19,-478,-2072,-2815,-12381,,,,,,,,,,,,-6,,,,,
,-1105,6,-1825,-4614,-7215,-12593,,,,,,,,,,,,-5,,,,,
,-46,-1,-433,-1707,-3285,-143,,,,,,,,,,,,4,,,,,
,-163,-31,36,65,-362,2157,,,,,,,,,,,,2,,,,,
,873,27,465,1297,2333,1707,,,,,,,,,,,,20,,,,,
,-912,-13,1769,4958,8670,8584,,,,,,,,,,,,-5,,,,,
,-18,-15,420,1912,3241,6688,,,,,,,,,,,,-9,,,,,
,-158,2,4,-409,-1236,3957,,,,,,,,,,,,-4,,,,,
,163,10,-429,-1131,-2282,-902,,,,,,,,,,,,-1,,,,,
,232,-31,-1775,-5148,-8206,-17058,,,,,,,,,,,,-1,,,,,
,1,21,-462,-1514,-1715,-10857,,,,,,,,,,,,3,,,,,
,-37,-21,-30,-8,107,92,,,,,,,,,,,,,,,,,
,-16,-10,446,1241,1618,8920,,,,,,,,,,,,-11,,,,,
,2445,-3,1834,5313,8118,18003,,,,,,,,,,,,3,,,,,
,-2969,,481,1472,2334,2792,,,,,,,,,,,,8,,,,,
,-96,2,-19,-141,541,-6246,,,,,,,,,,,,4,,,,,
,-23,10,-503,-1235,-1900,-3518,,,,,,,,,,,,8,,,,,
,796,-9,-1802,-5231,-8896,-10049,,,,,,,,,,,,-8,,,,,
,2702,-6,-407,-1313,-2595,-1914,,,,,,,,,,,,,,,,,
,-1884,-16,26,-254,-423,-2579,,,,,,,,,,,,6,,,,,
,-189,4,424,1643,3583,-930,,,,,,,,,,,,4,,,,,
,-663,-3,1758,5367,8897,15838,,,,,,,,,,,,-7,,,,,
,163,-4,452,781,529,7365,,,,,,,,,,,,-7,,,,,
,-170,-7,41,65,-342,2633,,,,,,,,,,,,14,,,,,
,-342,12,-445,-551,-716,-2427,,,,,,,,,,,,-5,,,,,
,544,,-1835,-5881,-8889,-23476,,,,,,,,,,,,-2,,,,,
,-609,-12,-473,-1303,-1908,-4850,,,,,,,,,,,,-4,,,,,
,17,2,17,53,-363,5577,,,,,,,,,,,,2,,,,,
,81,-12,480,1272,1725,6199,,,,,,,,,,,,3,,,,,
,-208,-2,1817,5295,8530,14328,,,,,,,,,,,,-5,,,,,
,566,-13,433,1333,2773,-1641,,,,,,,,,,,,-2,,,,,
,-361,4,-42,-47,129,-1132,,,,,,,,,,,,-5,,,,,
,20,20,-460,-1234,-2430,2052,,,,,,,,,,,,12,,,,,
,-265,1,-1745,-5159,-8787,-12502,,,,,,,,,,,,6,,,,,
,651,-11,-430,-1369,-2246,-5661,,,,,,,,,,,,-5,,,,,
,-10,-17,-11,-70,585,-6047,,,,,,,,,,,,-1,,,,,
,497,,412,1190,2255,2237,,,,,,,,,,,,5,,,,,
,-304,18,1796,5251,8024,20811,,,,,,,,,,,,-7,,,,,
,159,-18,479,1480,1835,7460,,,,,,,,,,,,-5,,,,,
,23,,18,70,47,-801,,,,,,,,,,,,-1,,,,,
,-427,-1,-465,-1373,-1533,-9687,,,,,,,,,,,,7,,,,,
,-182,-10,-1835,-5259,-8192,-16862,,,,,,,,,,,,-2,,,,,
,2730,-17,-450,-1375,-2645,867,,,,,,,,,,,,5,,,,,
,-2275,27,26,40,-445,2938,,,,,,,,,,,,-16,,,,,
,-591,-37,480,1265,2035,2594,,,,,,,,,,,,6,,,,,
,230,11,1779,5290,9288,10068,,,,,,,,,,,,10,,,,,
,-89,17,419,1225,2161,2136,,,,,,,,,,,,-4,,,,,
,-131,-16,-8,59,-322,5502,,,,,,,,,,,,8,,,,,
,575,-33,-423,-1214,-2449,-359,,,,,,,,,,,,2,,,,,
,-544,4,-1758,-5340,-8758,-16705,,,,,,,,,,,,-9,,,,,
,-168,-5,-474,-891,-610,-8096,,,,,,,,,,,,-3,,,,,
,66,13,-31,-624,-881,-4345,,,,,,,,,,,,8,,,,,
,1422,-10,452,1414,2036,9416,,,,,,,,,,,,-7,,,,,
,-1500,-8,1821,5281,8063,18684,,,,,,,,,,,,-3,,,,,
,506,7,472,1474,2204,3959,,,,,,,,,,,,3,,,,,
,17,-20,-14,-85,568,-5757,,,,,,,,,,,,-11,,,,,
,380,20,-481,-1304,-1807,-5722,,,,,,,,,,,,1,,,,,
,1341,-31,-1814,-5211,-8813,-10192,,,,,,,,,,,,7,,,,,
,-1640,12,-427,-1347,-2668,-1276,,,,,,,,,,,,8,,,,,
,3338,-19,26,95,-21,-318,,,,,,,,,,,,-9,,,,,
,-3868,23,436,1127,2584,-2240,,,,,,,,,,,,10,,,,,
,-10,-18,1764,5171,8729,12926,,,,,,,,,,,,-2,,,,,
,7062,-18,442,1445,1832,9609,,,,,,,,,,,,-3,,,,,
,-3880,,43,46,-358,3391,,,,,,,,,,,,-4,,,,,
,-2888,22,-432,-1177,-2082,-3644,,,,,,,,,,,,6,,,,,
,-350,-23,-1820,-5319,-7925,-21018,,,,,,,,,,,,4,,,,,
,-15,2,-479,-1458,-1973,-7334,,,,,,,,,,,,1,,,,,
,-43,1,-12,37,-315,5082,,,,,,,,,,,,-3,,,,,
,579,-11,490,1254,1659,6946,,,,,,,,,,,,1,,,,,
,-502,-13,1819,5314,8350,15394,,,,,,,,,,,,3,,,,,
,310,23,447,1341,2721,-1065,,,,,,,,,,,,-10,,,,,
,-24,-10,-40,-78,287,-3034,,,,,,,,,,,,5,,,,,
,1436,-20,-477,-1215,-2357,1523,,,,,,,,,,,,4,,,,,
,-906,6,-1758,-5165,-8802,-11800,,,,,,,,,,,,-1,,,,,
,73,2,-418,-1383,-2433,-4765,,,,,,,,,,,,-2,,,,,
,-454,-5,5,-162,309,-5819,,,,,,,,,,,,-3,,,,,
,139,-1,398,1650,3345,2295,,,,,,,,,,,,5,,,,,
,822,-3,1788,4746,7108,18231,,,,,,,,,,,,-3,,,,,
,-380,1,482,1601,2105,8797,,,,,,,,,,,,-2,,,,,
,2151,2,30,81,-91,210,,,,,,,,,,,,-2,,,,,
,-2576,-1,-473,-1321,-1541,-8715,,,,,,,,,,,,-1,,,,,
,180,-3,-1832,-5286,-8064,-18844,,,,,,,,,,,,-5,,,,,
,-505,-2,-448,-1343,-2581,150,,,,,,,,,,,,3,,,,,
,-357,-15,28,10,-415,3807,,,,,,,,,,,,6,,,,,
,1922,10,480,1300,1967,3855,,,,,,,,,,,,2,,,,,
,-398,22,1792,5157,8910,10200,,,,,,,,,,,,-8,,,,,
,-1570,-14,410,1374,2583,767,,,,,,,,,,,,11,,,,,
,-85,-18,-12,9,-303,4560,,,,,,,,,,,,-4,,,,,
,2612,-24,-435,-1234,-2479,451,,,,,,,,,,,,-18,,,,,
,-1835,-3,-1762,-5220,-8695,-15230,,,,,,,,,,,,9,,,,,
,-641,3,-451,-1243,-1398,-8893,,,,,,,,,,,,1,,,,,
,252,-13,-32,-214,126,-4267,,,,,,,,,,,,6,,,,,
,-463,-3,430,1212,1729,7780,,,,,,,,,,,,-7,,,,,
,545,-3,1800,5299,8086,19568,,,,,,,,,,,,-5,,,,,
,2811,-1,488,1494,2065,4998,,,,,,,,,,,,5,,,,,
,-2437,2,4,-48,481,-4898,,,,,,,,,,,,4,,,,,
,22,-14,-490,-1344,-1670,-7518,,,,,,,,,,,,5,,,,,
,418,2,-1809,-5183,-8694,-11033,,,,,,,,,,,,-1,,,,,
,-471,16,-425,-1388,-2709,-555,,,,,,,,,,,,10,,,,,
,1716,-14,41,80,-144,641,,,,,,,,,,,,-5,,,,,
,-2472,-21,460,969,2114,-2171,,,,,,,,,,,,,,,,,
,101,1,1748,5799,10097,13712,,,,,,,,,,,,-5,,,,,
,29,19,420,808,726,6269,,,,,,,,,,,,-1,,,,,
,-207,-32,23,218,-61,4840,,,,,,,,,,,,-6,,,,,
,233,17,-409,-1143,-2151,-2571,,,,,,,,,,,,1,,,,,
,-178,-4,-1788,-5296,-8019,-20055,,,,,,,,,,,,-5,,,,,
,-49,,-482,-1484,-1859,-9075,,,,,,,,,,,,-3,,,,,
,270,-3,-26,17,-233,4012,,,,,,,,,,,,11,,,,,
,-36,-9,473,1239,1668,7788,,,,,,,,,,,,-9,,,,,
,-12,30,1829,5344,8243,16289,,,,,,,,,,,,1,,,,,
,-167,-47,453,1380,2618,-65,,,,,,,,,,,,12,,,,,
,407,18,-35,-69,479,-4581,,,,,,,,,,,,-10,,,,,
,-6,-24,-490,-1237,-2277,385,,,,,,,,,,,,,,,,,
,-569,18,-1764,-5252,-8912,-11105,,,,,,,,,,,,4,,,,,
,1137,-18,-402,-1287,-2436,-3493,,,,,,,,,,,,-2,,,,,
,-61,,-3,-36,387,-4399,,,,,,,,,,,,1,,,,,
,-128,-11,409,1145,2566,-1248,,,,,,,,,,,,7,,,,,
,-3,-4,1762,5226,8214,19027,,,,,,,,,,,,5,,,,,
,-164,11,479,1444,1750,8872,,,,,,,,,,,,,,,,,
,262,-1,36,82,-199,1134,,,,,,,,,,,,2,,,,,
,-743,-10,-454,-1270,-1666,-7661,,,,,,,,,,,,-6,,,,,
,-116,12,-1834,-5292,-7915,-20295,,,,,,,,,,,,4,,,,,
,723,1,-462,-1400,-2486,-1157,,,,,,,,,,,,-7,,,,,
,-568,-14,19,-20,-456,4539,,,,,,,,,,,,1,,,,,
,-155,7,501,1353,1888,4734,,,,,,,,,,,,-10,,,,,
,446,-5,1789,5167,8762,11257,,,,,,,,,,,,-9,,,,,
,216,3,411,1181,2401,-1302,,,,,,,,,,,,11,,,,,
,-416,-18,-32,582,897,5619,,,,,,,,,,,,-2,,,,,
,-90,21,-445,-1827,-3599,-1075,,,,,,,,,,,,7,,,,,
,378,-20,-1755,-4957,-8305,-13515,,,,,,,,,,,,-1,,,,,
,-319,2,-432,-1405,-1890,-8306,,,,,,,,,,,,1,,,,,
,-187,-2,-20,-103,494,-5294,,,,,,,,,,,,-5,,,,,
,-63,-2,414,1240,1910,6545,,,,,,,,,,,,3,,,,,
,725,2,1815,5234,7964,20067,,,,,,,,,,,,2,,,,,
,-753,-3,486,1526,2017,5870,,,,,,,,,,,,-5,,,,,
,382,2,,-10,344,-3617,,,,,,,,,,,,-2,,,,,
,54,-1,-491,-1339,-1534,-8870,,,,,,,,,,,,6,,,,,
,-590,1,-1824,-5228,-8597,-12646,,,,,,,,,,,,10,,,,,
,455,-29,-427,-1379,-2699,369,,,,,,,,,,,,-14,,,,,
,312,3,37,89,-246,1468,,,,,,,,,,,,4,,,,,
,-88,-7,467,1204,2403,-86,,,,,,,,,,,,-2,,,,,
,57,-9,1758,5130,8947,9858,,,,,,,,,,,,3,,,,,
,-101,-2,419,1432,2063,7133,,,,,,,,,,,,13,,,,,
,-669,2,13,11,-441,4853,,,,,,,,,,,,-21,,,,,
,580,9,-417,-1145,-2284,-1849,,,,,,,,,,,,-2,,,,,
,-325,-31,-1782,-5244,-8128,-18762,,,,,,,,,,,,9,,,,,
,-42,4,-481,-1502,-1709,-10123,,,,,,,,,,,,,,,,,
,135,18,-24,12,-131,2366,,,,,,,,,,,,,,,,,
,354,-31,464,1220,1651,8362,,,,,,,,,,,,-10,,,,,
,-270,-4,1827,5331,8182,17244,,,,,,,,,,,,11,,,,,
,650,29,460,1409,2475,1240,,,,,,,,,,,,4,,,,,
,-891,-13,-45,-331,117,-6649,,,,,,,,,,,,-5,,,,,
,138,1,-474,-641,-1010,852,,,,,,,,,,,,2,,,,,
,33,-30,-1771,-5721,-9779,-12045,,,,,,,,,,,,4,,,,,
,291,-2,-410,-1239,-2454,-2572,,,,,,,,,,,,5,,,,,
,-194,19,11,53,327,-2841,,,,,,,,,,,,-8,,,,,
,-295,-18,416,1124,2652,-2383,,,,,,,,,,,,5,,,,,
,753,14,1775,5241,8381,17303,,,,,,,,,,,,-7,,,,,
,-22,-28,446,1447,1776,9642,,,,,,,,,,,,,,,,,
,-375,-7,38,84,-313,1819,,,,,,,,,,,,2,,,,,
,145,21,-450,-1269,-1804,-6350,,,,,,,,,,,,3,,,,,
,-226,1,-1817,-5322,-7838,-21252,,,,,,,,,,,,-11,,,,,
,-260,-1,-476,-1408,-2325,-2838,,,,,,,,,,,,2,,,,,
,69,-14,10,19,-457,5162,,,,,,,,,,,,8,,,,,
,66,,502,1314,1780,5368,,,,,,,,,,,,-6,,,,,
,1151,18,1800,5230,8666,12681,,,,,,,,,,,,-5,,,,,
,1819,-29,405,1324,2779,-1441,,,,,,,,,,,,11,,,,,
,-1875,5,-24,8,-39,1455,,,,,,,,,,,,-13,,,,,
,-1263,-26,-440,-1225,-2451,1794,,,,,,,,,,,,12,,,,,
,152,15,-1758,-5199,-8790,-13499,,,,,,,,,,,,2,,,,,
,736,-21,-432,-1365,-2025,-6969,,,,,,,,,,,,,,,,,
,-792,21,-20,-102,547,-6062,,,,,,,,,,,,-11,,,,,
,120,-31,417,1233,2057,4645,,,,,,,,,,,,-5,,,,,
,1661,1,1801,5219,8008,20695,,,,,,,,,,,,11,,,,,
,-917,14,477,1519,1910,6580,,,,,,,,,,,,5,,,,,
,-455,3,5,30,193,-2372,,,,,,,,,,,,-3,,,,,
,915,-21,-478,-1354,-1453,-9496,,,,,,,,,,,,-6,,,,,
,-1045,-10,-1817,-5496,-8872,-15387,,,,,,,,,,,,4,,,,,
,2976,14,-429,-715,-1457,3218,,,,,,,,,,,,-5,,,,,
,-3070,-2,33,-512,-1468,49,,,,,,,,,,,,5,,,,,
,-233,-25,460,1368,2512,1761,,,,,,,,,,,,-2,,,,,
,1,-4,1770,5149,9061,9408,,,,,,,,,,,,1,,,,,
,-86,-4,426,1436,2264,5202,,,,,,,,,,,,1,,,,,
,3799,4,-5,12,-448,5323,,,,,,,,,,,,-8,,,,,
,-3849,9,-423,-1177,-2338,-1124,,,,,,,,,,,,-8,,,,,
,2116,-10,-1765,-5208,-8323,-17562,,,,,,,,,,,,10,,,,,
,-1773,-4,-463,-1474,-1668,-10587,,,,,,,,,,,,9,,,,,
,-372,-8,-37,-6,54,449,,,,,,,,,,,,4,,,,,
,278,12,440,1213,1623,8818,,,,,,,,,,,,-5,,,,,
,-108,1,1850,5302,8154,17754,,,,,,,,,,,,-7,,,,,
,-65,-1,454,1458,2326,2609,,,,,,,,,,,,9,,,,,
,282,-34,-30,-118,552,-6151,,,,,,,,,,,,-5,,,,,
,-109,5,-486,-1253,-1972,-3266,,,,,,,,,,,,-3,,,,,
,213,17,-1798,-5207,-8850,-9950,,,,,,,,,,,,6,,,,,
,427,-19,-400,-1352,-2613,-2236,,,,,,,,,,,,-1,,,,,
,-260,2,28,21,121,-1970,,,,,,,,,,,,-4,,,,,
,75,-13,429,1131,2662,-2570,,,,,,,,,,,,3,,,,,
,-124,13,1742,5240,8580,15750,,,,,,,,,,,,-6,,,,,
,2846,-2,455,1425,1742,12008,,,,,,,,,,,,5,,,,,
,-3829,1,36,62,-357,6244,,,,,,,,,,,,-1,,,,,
,464,-14,-433,-1215,-1962,-6220,,,,,,,,,,,,2,,,,,
,327,-20,-1808,-5309,-7815,-30307,,,,,,,,,,,,5,,,,,
,-205,31,-479,-1491,-2273,-7604,,,,,,,,,,,,-5,,,,,
,-382,-28,-3,28,-435,12505,,,,,,,,,,,,-3,,,,,
,398,-12,477,1631,2369,9765,,,,,,,,,,,,7,,,,,
,-149,-4,1818,4825,7643,12522,,,,,,,,,,,,-1,,,,,
,1044,16,442,1492,3121,-1820,,,,,,,,,,,,-11,,,,,
,-1029,5,-39,-21,149,-1112,,,,,,,,,,,,7,,,,,
,-132,-21,-458,-1226,-2452,3597,,,,,,,,,,,,3,,,,,
,256,-5,-1761,-5186,-8798,-16436,,,,,,,,,,,,-5,,,,,
,-279,-13,-421,-1344,-2220,-8004,,,,,,,,,,,,-1,,,,,
,94,5,-26,-98,590,-8850,,,,,,,,,,,,10,,,,,
,85,17,422,1189,2218,2795,,,,,,,,,,,,-9,,,,,
,-78,-17,1796,5257,8027,28369,,,,,,,,,,,,2,,,,,
,423,,476,1490,1863,10808,,,,,,,,,,,,1,,,,,
,128,-13,34,31,35,-588,,,,,,,,,,,,1,,,,,
,836,8,-487,-1355,-1470,-13629,,,,,,,,,,,,-6,,,,,
,-1102,-8,-1838,-5254,-8243,-26386,,,,,,,,,,,,-1,,,,,
,915,,-447,-1373,-2685,2119,,,,,,,,,,,,,,,,,
,-1592,-19,23,77,-354,5210,,,,,,,,,,,,6,,,,,
,4118,2,479,1240,2067,3466,,,,,,,,,,,,4,,,,,
,-3898,17,1796,5128,9033,13174,,,,,,,,,,,,,,,,,
,33,-15,414,1394,2412,4879,,,,,,,,,,,,-2,,,,,
,336,-39,-14,18,-387,9658,,,,,,,,,,,,7,,,,,
,-932,1,-419,-1203,-2434,566,,,,,,,,,,,,1,,,,,
,323,,-1764,-5149,-8411,-25171,,,,,,,,,,,,-12,,,,,
,4462,54,-463,-1460,-1706,-18480,,,,,,,,,,,,,,,,,
,-1448,-6,-36,-55,190,-4088,,,,,,,,,,,,4,,,,,
,5312,-1,441,1006,1272,14705,,,,,,,,,,,,8,,,,,
,-781,5,1834,5911,9279,37672,,,,,,,,,,,,-6,,,,,
,-1126,-77,474,905,1079,-112,,,,,,,,,,,,7,,,,,
,-2159,29,-17,43,798,-10890,,,,,,,,,,,,-1,,,,,
,-2307,-13,-491,-1238,-1682,-8818,,,,,,,,,,,,-8,,,,,
,-1315,-22,-1817,-5245,-8836,-15110,,,,,,,,,,,,-4,,,,,
,-556,7,-404,-1363,-2690,-2236,,,,,,,,,,,,-3,,,,,
,508,-7,29,75,-5,-678,,,,,,,,,,,,,,,,,
,-91,,435,1142,2630,-5821,,,,,,,,,,,,9,,,,,
,506,11,1752,5199,8709,20536,,,,,,,,,,,,-10,,,,,
,-358,-11,438,1445,1812,18336,,,,,,,,,,,,2,,,,,
,-636,-23,40,39,-383,6819,,,,,,,,,,,,5,,,,,
,655,3,-418,-1175,-2060,-5739,,,,,,,,,,,,-1,,,,,
,-926,5,-1802,-5317,-7917,-36818,,,,,,,,,,,,4,,,,,
,460,-5,-475,-1444,-2002,-13444,,,,,,,,,,,,-12,,,,,
,-92,-11,-30,9,-388,9733,,,,,,,,,,,,3,,,,,
,-50,-1,482,1268,1724,12066,,,,,,,,,,,,1,,,,,
,1624,2,1825,5298,8393,25487,,,,,,,,,,,,,,,,,
,-1977,10,431,1349,2728,-2644,,,,,,,,,,,,-5,,,,,
,373,-10,-23,-5,332,-5736,,,,,,,,,,,,3,,,,,
,-384,-24,-475,-1241,-2426,4293,,,,,,,,,,,,11,,,,,
,5961,3,-1771,-5211,-8831,-18304,,,,,,,,,,,,,,,,,
,-3851,18,-406,-1340,-2331,-8441,,,,,,,,,,,,-8,,,,,
,-2101,12,-5,-83,484,-10827,,,,,,,,,,,,5,,,,,
,-65,-41,422,1202,2426,-797,,,,,,,,,,,,12,,,,,
,366,12,1753,5216,8056,35289,,,,,,,,,,,,-14,,,,,
