Packet No,App TimeStamp,Sensor TimeStamp,Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),ref (uV),AccX(mg),AccY(mg),AccZ(mg),Event A,Event B
,141,-18,433,1158,2654,-2478,,,,,,,,,,,,,,,,,
,79,-10,1756,5181,8615,14079,,,,,,,,,,,,-3,,,,,
,-125,10,435,1434,1792,9826,,,,,,,,,,,,-10,,,,,
,145,-10,33,23,-369,2854,,,,,,,,,,,,6,,,,,
,96,-17,-412,-1159,-1961,-4153,,,,,,,,,,,,-1,,,,,
,-93,26,-1820,-5339,-7905,-21432,,,,,,,,,,,,3,,,,,
,-8,-10,-487,-1430,-2047,-6117,,,,,,,,,,,,6,,,,,
,-198,-16,1,32,-415,5349,,,,,,,,,,,,,,,,,
,825,-1,480,1253,1650,6471,,,,,,,,,,,,-3,,,,,
,-577,-17,1827,5319,8480,14822,,,,,,,,,,,,2,,,,,
,169,-3,434,1333,2737,-1539,,,,,,,,,,,,-10,,,,,
,348,2,-43,-25,279,-1806,,,,,,,,,,,,-5,,,,,
,-564,-14,-465,-1478,-2851,1041,,,,,,,,,,,,6,,,,,
,329,13,-1758,-4581,-7663,-10104,,,,,,,,,,,,-5,,,,,
,-228,-10,-406,-1845,-3263,-6902,,,,,,,,,,,,,,,,,
,-216,-3,-8,30,727,-5484,,,,,,,,,,,,7,,,,,
,-57,2,405,1207,2363,1454,,,,,,,,,,,,4,,,,,
,309,-9,1777,5266,8103,20694,,,,,,,,,,,,-1,,,,,
,1686,-10,492,1422,1797,7611,,,,,,,,,,,,7,,,,,
,-1473,-1,21,69,-40,-332,,,,,,,,,,,,-1,,,,,
,-50,-14,-468,-1291,-1474,-9119,,,,,,,,,,,,-1,,,,,
,119,15,-1817,-5303,-8151,-17956,,,,,,,,,,,,-3,,,,,
,732,,-462,-1389,-2659,667,,,,,,,,,,,,2,,,,,
,-991,1,29,53,-383,3408,,,,,,,,,,,,-7,,,,,
,-72,-2,472,1311,2011,3277,,,,,,,,,,,,5,,,,,
,90,-30,1776,5139,8991,9627,,,,,,,,,,,,-4,,,,,
,28,2,409,1356,2494,1836,,,,,,,,,,,,1,,,,,
,-411,-2,3,34,-371,5155,,,,,,,,,,,,-2,,,,,
,301,,-432,-1227,-2433,-93,,,,,,,,,,,,2,,,,,
,460,,-1766,-5150,-8491,-15487,,,,,,,,,,,,-2,,,,,
,-27,-13,-457,-1477,-1743,-10100,,,,,,,,,,,,2,,,,,
,-374,13,-35,-73,284,-2918,,,,,,,,,,,,2,,,,,
,546,3,450,1305,1790,8571,,,,,,,,,,,,-4,,,,,
,-62,-4,1812,5244,8012,18894,,,,,,,,,,,,2,,,,,
,-381,-29,483,1476,2094,4450,,,,,,,,,,,,-7,,,,,
,3308,,-16,-65,539,-5419,,,,,,,,,,,,-1,,,,,
,-3839,-2,-496,-1315,-1731,-6595,,,,,,,,,,,,1,,,,,
,1052,15,-1799,-5245,-8834,-10632,,,,,,,,,,,,7,,,,,
,482,-12,-406,-1453,-2854,-1354,,,,,,,,,,,,4,,,,,
,-1312,-2,28,558,835,2146,,,,,,,,,,,,3,,,,,
,222,-1,431,616,1544,-3961,,,,,,,,,,,,-5,,,,,
,367,,1756,5337,9130,12721,,,,,,,,,,,,-7,,,,,
,-418,,444,1450,1890,9256,,,,,,,,,,,,-1,,,,,
,-52,-18,33,19,-429,3668,,,,,,,,,,,,7,,,,,
,117,1,-442,-1155,-2126,-3095,,,,,,,,,,,,1,,,,,
,-211,11,-1803,-5305,-7925,-20662,,,,,,,,,,,,3,,,,,
,137,-11,-486,-1457,-1929,-8111,,,,,,,,,,,,-7,,,,,
,51,-25,-4,55,-293,4721,,,,,,,,,,,,-1,,,,,
,-246,25,488,1256,1666,7306,,,,,,,,,,,,-9,,,,,
,671,-24,1808,5283,8301,15779,,,,,,,,,,,,6,,,,,
,67,24,449,1350,2665,-682,,,,,,,,,,,,-2,,,,,
,-954,,-40,-59,381,-3818,,,,,,,,,,,,8,,,,,
,1244,-44,-480,-1210,-2291,1213,,,,,,,,,,,,4,,,,,
,-453,36,-1765,-5235,-8894,-11543,,,,,,,,,,,,-4,,,,,
,335,-35,-398,-1299,-2391,-4011,,,,,,,,,,,,-7,,,,,
,2533,-11,3,-49,466,-4917,,,,,,,,,,,,13,,,,,
,-3100,-2,430,1165,2500,-583,,,,,,,,,,,,-5,,,,,
,67,13,1758,5246,8153,19726,,,,,,,,,,,,-4,,,,,
,-670,2,480,1435,1752,8533,,,,,,,,,,,,-7,,,,,
,476,-1,24,61,-170,705,,,,,,,,,,,,16,,,,,
,82,-12,-459,-1287,-1540,-8276,,,,,,,,,,,,7,,,,,
,-136,-20,-1828,-5308,-8028,-19674,,,,,,,,,,,,-13,,,,,
,346,21,-448,-1356,-2555,-376,,,,,,,,,,,,-2,,,,,
,-385,1,6,-208,-825,3353,,,,,,,,,,,,-6,,,,,
,-78,-21,477,1905,3015,6541,,,,,,,,,,,,8,,,,,
,18,-14,1798,4642,7903,8846,,,,,,,,,,,,-4,,,,,
,81,4,411,1451,2830,253,,,,,,,,,,,,-4,,,,,
,-329,5,8,84,-152,4240,,,,,,,,,,,,3,,,,,
,555,3,-456,-1244,-2481,833,,,,,,,,,,,,5,,,,,
,486,3,-1756,-5145,-8585,-14500,,,,,,,,,,,,-2,,,,,
,2086,-12,-442,-1450,-1853,-9115,,,,,,,,,,,,3,,,,,
,-2416,-23,-43,-71,453,-4588,,,,,,,,,,,,-13,,,,,
,-532,19,433,1264,1865,7374,,,,,,,,,,,,5,,,,,
,-2,-29,1806,5209,7958,19701,,,,,,,,,,,,8,,,,,
,316,28,481,1527,2031,5500,,,,,,,,,,,,4,,,,,
,140,-29,-5,-47,382,-4420,,,,,,,,,,,,3,,,,,
,1170,28,-488,-1318,-1560,-8241,,,,,,,,,,,,5,,,,,
,-1029,-16,-1815,-5234,-8631,-11721,,,,,,,,,,,,-13,,,,,
,-695,-4,-410,-1384,-2721,-76,,,,,,,,,,,,-7,,,,,
,34,-12,43,122,-219,1156,,,,,,,,,,,,4,,,,,
,-38,,460,1168,2479,-809,,,,,,,,,,,,5,,,,,
,-128,12,1746,5143,8934,10446,,,,,,,,,,,,-4,,,,,
,331,,412,1451,2016,7954,,,,,,,,,,,,-1,,,,,
,-473,-13,22,,-482,4559,,,,,,,,,,,,-2,,,,,
,404,6,-404,-1148,-2262,-2230,,,,,,,,,,,,-1,,,,,
,-172,-14,-1789,-5255,-8026,-19478,,,,,,,,,,,,,,,,,
,-66,-5,-486,-1490,-1796,-9667,,,,,,,,,,,,-1,,,,,
,139,-1,-19,30,-177,3357,,,,,,,,,,,,2,,,,,
,462,5,453,1190,1583,7980,,,,,,,,,,,,-2,,,,,
,-436,1,1835,5188,7939,16078,,,,,,,,,,,,4,,,,,
,2069,-5,463,1962,3622,2812,,,,,,,,,,,,8,,,,,
,-1705,-1,-28,-677,-610,-7547,,,,,,,,,,,,-16,,,,,
,1983,-7,-493,-1068,-1862,352,,,,,,,,,,,,-1,,,,,
,-1913,22,-1787,-5227,-8852,-10613,,,,,,,,,,,,-8,,,,,
,-84,-13,-405,-1315,-2521,-3202,,,,,,,,,,,,13,,,,,
,-43,-30,7,,350,-3731,,,,,,,,,,,,7,,,,,
,67,3,425,1123,2578,-1898,,,,,,,,,,,,-4,,,,,
,2273,,1758,5266,8327,18312,,,,,,,,,,,,-2,,,,,
,-2604,,472,1423,1750,9263,,,,,,,,,,,,11,,,,,
,-54,,50,89,-250,1432,,,,,,,,,,,,-9,,,,,
,-39,-17,-464,-1271,-1721,-7048,,,,,,,,,,,,-1,,,,,
,-244,,-1825,-5333,-7914,-20841,,,,,,,,,,,,5,,,,,
,-30,-1,-473,-1364,-2410,-1856,,,,,,,,,,,,-3,,,,,
,-163,18,13,7,-427,4844,,,,,,,,,,,,-9,,,,,
,-120,-30,501,1308,1798,4996,,,,,,,,,,,,3,,,,,
,-34,12,1798,5218,8737,12001,,,,,,,,,,,,-3,,,,,
,-113,-17,408,1334,2760,-1074,,,,,,,,,,,,4,,,,,
,168,1,-40,14,-110,2450,,,,,,,,,,,,-2,,,,,
,261,-13,-430,-1244,-2478,1453,,,,,,,,,,,,2,,,,,
,323,9,-1743,-5148,-8695,-13708,,,,,,,,,,,,6,,,,,
,-289,-9,-427,-1422,-2023,-7855,,,,,,,,,,,,-8,,,,,
,479,,-30,-64,577,-5646,,,,,,,,,,,,3,,,,,
,358,,404,1229,2018,5694,,,,,,,,,,,,4,,,,,
,44,-18,1809,5226,7966,20390,,,,,,,,,,,,8,,,,,
,412,1,482,1457,1817,6099,,,,,,,,,,,,-10,,,,,
,320,-1,13,-46,168,-3356,,,,,,,,,,,,2,,,,,
,-717,-1,-474,-930,-664,-7611,,,,,,,,,,,,,,,,,
,1932,10,-1819,-5735,-9466,-16610,,,,,,,,,,,,,,,,,
,-2877,-21,-449,-1232,-2418,1783,,,,,,,,,,,,-4,,,,,
,171,-2,47,106,-247,2495,,,,,,,,,,,,,,,,,
,133,,460,1237,2354,617,,,,,,,,,,,,9,,,,,
,-143,2,1767,5139,8998,9559,,,,,,,,,,,,6,,,,,
,921,,412,1435,2121,6203,,,,,,,,,,,,-2,,,,,
,-897,-22,17,-7,-433,5190,,,,,,,,,,,,-4,,,,,
,12,,-411,-1183,-2345,-1482,,,,,,,,,,,,-7,,,,,
,241,21,-1779,-5214,-8195,-18233,,,,,,,,,,,,-2,,,,,
,-254,-18,-486,-1475,-1671,-10513,,,,,,,,,,,,-1,,,,,
,25,-13,-27,-17,-87,1450,,,,,,,,,,,,11,,,,,
,184,10,456,1227,1636,8671,,,,,,,,,,,,-4,,,,,
,-114,,1824,5316,8146,17538,,,,,,,,,,,,-3,,,,,
,124,-25,465,1425,2393,1888,,,,,,,,,,,,1,,,,,
,120,16,-28,-78,581,-6027,,,,,,,,,,,,,,,,,
,369,-13,-494,-1269,-2038,-2212,,,,,,,,,,,,-7,,,,,
,-861,13,-1782,-5216,-8868,-10208,,,,,,,,,,,,8,,,,,
,3009,,-409,-1331,-2608,-2502,,,,,,,,,,,,-10,,,,,
,-2210,-20,14,32,225,-2340,,,,,,,,,,,,-2,,,,,
,-715,-9,426,1125,2658,-2569,,,,,,,,,,,,13,,,,,
,1778,,1767,5236,8442,16437,,,,,,,,,,,,7,,,,,
,-1730,9,441,1426,1740,9790,,,,,,,,,,,,-11,,,,,
,51,21,48,50,-319,2175,,,,,,,,,,,,2,,,,,
,-195,-29,-440,-1459,-2279,-6494,,,,,,,,,,,,1,,,,,
,-132,-25,-1817,-4678,-6652,-19243,,,,,,,,,,,,4,,,,,
,1485,16,-466,-1937,-3275,-5812,,,,,,,,,,,,6,,,,,
,-1660,7,-11,113,-220,5699,,,,,,,,,,,,-1,,,,,
,1419,-20,487,1332,1811,5898,,,,,,,,,,,,-4,,,,,
,-1085,-9,1809,5244,8578,13359,,,,,,,,,,,,-11,,,,,
,279,-3,433,1301,2774,-1675,,,,,,,,,,,,-1,,,,,
,663,,-40,-2,53,539,,,,,,,,,,,,9,,,,,
,-487,13,-454,-1231,-2475,1847,,,,,,,,,,,,-7,,,,,
,-563,-35,-1745,-5137,-8763,-13073,,,,,,,,,,,,-3,,,,,
,-98,22,-425,-1384,-2138,-6435,,,,,,,,,,,,13,,,,,
,-148,-1,-20,-102,595,-6160,,,,,,,,,,,,5,,,,,
,923,-13,408,1205,2122,3688,,,,,,,,,,,,-8,,,,,
,659,-16,1791,5238,8040,20833,,,,,,,,,,,,-4,,,,,
,-393,13,480,1503,1880,7026,,,,,,,,,,,,1,,,,,
,287,-14,26,20,108,-1758,,,,,,,,,,,,-7,,,,,
,-261,12,-473,-1346,-1457,-9645,,,,,,,,,,,,2,,,,,
,2195,-13,-1829,-5232,-8358,-15567,,,,,,,,,,,,3,,,,,
,-3035,13,-442,-1385,-2684,877,,,,,,,,,,,,7,,,,,
,,-33,35,54,-358,2518,,,,,,,,,,,,-7,,,,,
,123,17,469,1271,2200,1970,,,,,,,,,,,,5,,,,,
,-160,-14,1778,5124,8999,9312,,,,,,,,,,,,4,,,,,
,-97,-12,405,1402,2316,4058,,,,,,,,,,,,-6,,,,,
,385,12,-13,20,-419,5436,,,,,,,,,,,,-5,,,,,
,-184,-12,-404,-1168,-2346,-701,,,,,,,,,,,,,,,,,
,503,,-1775,-5238,-8443,-16995,,,,,,,,,,,,-3,,,,,
,-748,-1,-464,-1619,-1928,-11306,,,,,,,,,,,,5,,,,,
,98,-8,-28,523,1153,1522,,,,,,,,,,,,5,,,,,
,201,-13,428,666,574,6688,,,,,,,,,,,,-11,,,,,
,411,25,1828,5470,8422,18914,,,,,,,,,,,,13,,,,,
,-301,-11,477,1459,2267,3281,,,,,,,,,,,,,,,,,
,-466,-11,-17,-116,512,-6258,,,,,,,,,,,,10,,,,,
,1007,2,-500,-1162,-1686,-3890,,,,,,,,,,,,-3,,,,,
,-229,-15,-1775,-5319,-9003,-10465,,,,,,,,,,,,-12,,,,,
,2507,13,-413,-1330,-2596,-1685,,,,,,,,,,,,4,,,,,
,-2513,-12,26,66,44,-1100,,,,,,,,,,,,-1,,,,,
,282,1,429,1141,2667,-3867,,,,,,,,,,,,-8,,,,,
,1962,,1765,5219,8630,15406,,,,,,,,,,,,1,,,,,
,-2740,-45,445,1420,1781,10750,,,,,,,,,,,,-1,,,,,
,293,25,26,27,-405,3209,,,,,,,,,,,,3,,,,,
,-82,,-441,-1175,-1976,-4838,,,,,,,,,,,,-2,,,,,
,-416,-25,-1788,-5327,-7902,-21996,,,,,,,,,,,,-5,,,,,
,-76,25,-486,-1405,-2021,-5924,,,,,,,,,,,,7,,,,,
,55,-35,-8,,-417,5295,,,,,,,,,,,,-6,,,,,
,-50,,485,1275,1670,6490,,,,,,,,,,,,7,,,,,
,23,,1806,5289,8467,14812,,,,,,,,,,,,3,,,,,
,113,-18,446,1311,2747,-1585,,,,,,,,,,,,-4,,,,,
,-108,-3,-36,-5,247,-1692,,,,,,,,,,,,5,,,,,
,-12,23,-463,-1224,-2424,1870,,,,,,,,,,,,-3,,,,,
,-126,-21,-1774,-5218,-8814,-12351,,,,,,,,,,,,2,,,,,
,219,-1,-412,-1336,-2268,-5166,,,,,,,,,,,,-6,,,,,
,1138,-9,-12,-127,459,-6039,,,,,,,,,,,,-9,,,,,
,-586,-10,412,1084,2111,971,,,,,,,,,,,,14,,,,,
,251,8,1779,5769,9061,22880,,,,,,,,,,,,-15,,,,,
,1850,1,477,906,736,5487,,,,,,,,,,,,-1,,,,,
,590,-22,28,226,328,176,,,,,,,,,,,,3,,,,,
,-3849,21,-467,-1320,-1475,-9207,,,,,,,,,,,,8,,,,,
,2910,2,-1837,-5286,-8192,-17732,,,,,,,,,,,,2,,,,,
,-1439,-7,-442,-1342,-2607,725,,,,,,,,,,,,11,,,,,
,1062,-12,40,-93,-621,2805,,,,,,,,,,,,2,,,,,
,-2041,-12,477,1632,2639,4475,,,,,,,,,,,,-11,,,,,
,39,11,1780,4851,8413,8579,,,,,,,,,,,,-2,,,,,
,37,-12,406,1442,2635,2190,,,,,,,,,,,,-1,,,,,
,173,13,-28,35,-354,5167,,,,,,,,,,,,3,,,,,
,-354,-12,-412,-1191,-2416,57,,,,,,,,,,,,12,,,,,
,268,,-1756,-5197,-8512,-15654,,,,,,,,,,,,,,,,,
,20,,-452,-1459,-1696,-10255,,,,,,,,,,,,-6,,,,,
,1082,-16,-34,-40,300,-2776,,,,,,,,,,,,,,,,,
,-1042,-6,441,1230,1701,8541,,,,,,,,,,,,,,,,,
,137,-8,1813,5269,8034,19121,,,,,,,,,,,,-4,,,,,
,-298,,483,1518,2166,4589,,,,,,,,,,,,-6,,,,,
,491,,-21,-97,480,-5719,,,,,,,,,,,,-4,,,,,
,97,-1,-477,-1277,-1676,-6494,,,,,,,,,,,,11,,,,,
,-545,1,-1810,-5226,-8813,-10621,,,,,,,,,,,,-2,,,,,
,1287,-1,-406,-1361,-2634,-978,,,,,,,,,,,,3,,,,,
,-371,1,26,57,-138,-56,,,,,,,,,,,,5,,,,,
,74,-20,434,1151,2593,-1974,,,,,,,,,,,,-6,,,,,
,-665,-6,1764,4958,8357,11579,,,,,,,,,,,,-2,,,,,
,466,5,429,2145,3153,13710,,,,,,,,,,,,-2,,,,,
,988,,23,-631,-1619,5530,,,,,,,,,,,,3,,,,,
,244,1,-410,-1002,-1781,-4663,,,,,,,,,,,,1,,,,,
,-490,-18,-1813,-5301,-7930,-26268,,,,,,,,,,,,-2,,,,,
,-1602,17,-488,-1465,-1905,-11517,,,,,,,,,,,,-3,,,,,
,173,-11,-21,49,-297,6800,,,,,,,,,,,,-12,,,,,
,893,2,489,1258,1652,7107,,,,,,,,,,,,5,,,,,
,-525,-21,1827,5300,8332,32855,,,,,,,,,,,,,,,,,
,-697,-12,434,1366,2673,-2607,,,,,,,,,,,,-3,,,,,
,140,12,-26,-58,383,-11070,,,,,,,,,,,,13,,,,,
,-27,-11,-480,-1250,-2361,5607,,,,,,,,,,,,,,,,,
,204,10,-1774,-5208,-8845,-21892,,,,,,,,,,,,-3,,,,,
,549,-10,-407,-1314,-2432,-10564,,,,,,,,,,,,-5,,,,,
,-1023,,2,-43,480,-12656,,,,,,,,,,,,7,,,,,
,43,,424,1153,2499,-8780,,,,,,,,,,,,-2,,,,,
,667,-22,1783,5263,8139,48493,,,,,,,,,,,,1,,,,,
,-707,2,476,1419,1789,28698,,,,,,,,,,,,-4,,,,,
,1019,-13,27,81,-147,3353,,,,,,,,,,,,3,,,,,
,175,,-480,-1297,-1607,-22432,,,,,,,,,,,,7,,,,,
,-279,13,-1843,-5307,-8006,-53171,,,,,,,,,,,,3,,,,,
,289,,-445,-1359,-2512,-1142,,,,,,,,,,,,-13,,,,,
,83,-10,20,-13,-476,13639,,,,,,,,,,,,-1,,,,,
,-954,,492,1343,1934,10136,,,,,,,,,,,,6,,,,,
,1809,-2,1793,5197,8912,22787,,,,,,,,,,,,-1,,,,,
,-1594,2,422,1263,2540,-1831,,,,,,,,,,,,1,,,,,
,-128,1,-22,2,-332,6792,,,,,,,,,,,,3,,,,,
,-297,-2,-439,-846,-1703,13247,,,,,,,,,,,,-5,,,,,
,167,-32,-1768,-5629,-9546,-36075,,,,,,,,,,,,5,,,,,
,735,,-453,-1291,-1552,-27977,,,,,,,,,,,,3,,,,,
,-1229,1,-25,-60,501,-16525,,,,,,,,,,,,-1,,,,,
,208,,440,1263,1830,18424,,,,,,,,,,,,-8,,,,,
,315,10,1812,5230,7969,55923,,,,,,,,,,,,5,,,,,
,64,2,489,1498,1984,21120,,,,,,,,,,,,1,,,,,
,-379,-12,5,-36,456,-11822,,,,,,,,,,,,-5,,,,,
,-74,-1,-508,-1320,-1572,-26766,,,,,,,,,,,,14,,,,,
,69,2,-1825,-5218,-8654,-31073,,,,,,,,,,,,2,,,,,
,33,-32,-414,-1390,-2709,752,,,,,,,,,,,,-9,,,,,
,50,12,45,99,-224,4440,,,,,,,,,,,,-8,,,,,
,111,-12,459,1197,2502,-5203,,,,,,,,,,,,1,,,,,
,283,1,1749,5135,8914,21890,,,,,,,,,,,,19,,,,,
,-201,8,419,1437,1999,25406,,,,,,,,,,,,-14,,,,,
,-302,4,19,-2,-470,13952,,,,,,,,,,,,-13,,,,,
,296,-3,-402,-1141,-2231,-3681,,,,,,,,,,,,-1,,,,,
,184,-9,-1791,-5276,-8058,-47679,,,,,,,,,,,,4,,,,,
,-247,1,-497,-1494,-1782,-29085,,,,,,,,,,,,1,,,,,
,-97,-2,-20,43,-170,9938,,,,,,,,,,,,-1,,,,,
,-314,-20,488,1238,1626,19705,,,,,,,,,,,,8,,,,,
,511,2,1824,5318,8225,35397,,,,,,,,,,,,-3,,,,,
,-129,-11,425,1381,2559,1645,,,,,,,,,,,,3,,,,,
,1423,,-34,-88,466,-13057,,,,,,,,,,,,4,,,,,
,-1678,13,-464,-1393,-2518,-980,,,,,,,,,,,,-9,,,,,
,701,-13,-1791,-4788,-8034,-18767,,,,,,,,,,,,2,,,,,
,-407,-1,-406,-1615,-3064,-6580,,,,,,,,,,,,-6,,,,,
,-53,,23,-70,272,-8132,,,,,,,,,,,,-7,,,,,
,8,-20,422,1185,2683,-8706,,,,,,,,,,,,6,,,,,
,2871,-1,1759,5293,8316,33829,,,,,,,,,,,,6,,,,,
,-2550,-9,469,1427,1764,14611,,,,,,,,,,,,-6,,,,,
,-69,10,43,79,-237,9242,,,,,,,,,,,,2,,,,,
,-259,-12,-457,-1276,-1722,-7634,,,,,,,,,,,,8,,,,,
,169,13,-1822,-5304,-7896,-41929,,,,,,,,,,,,1,,,,,
,-486,-11,-474,-1381,-2420,-6895,,,,,,,,,,,,-8,,,,,
,476,-21,3,-9,-466,13766,,,,,,,,,,,,-5,,,,,
,154,22,493,1304,1822,9747,,,,,,,,,,,,6,,,,,
,179,-21,1824,5219,8780,21981,,,,,,,,,,,,,,,,,
,-237,-12,411,1349,2754,-3168,,,,,,,,,,,,5,,,,,
,5,11,-31,52,-140,5115,,,,,,,,,,,,13,,,,,
,-253,-10,-445,-1280,-2495,4728,,,,,,,,,,,,-2,,,,,
,-64,12,-1756,-5147,-8677,-24283,,,,,,,,,,,,-5,,,,,
,249,-12,-438,-1418,-1967,-15530,,,,,,,,,,,,-8,,,,,
,-435,6,-24,-100,499,-12533,,,,,,,,,,,,2,,,,,
,142,-6,415,1267,1995,10310,,,,,,,,,,,,5,,,,,
,-22,-21,1810,5221,8003,37674,,,,,,,,,,,,-10,,,,,
,-435,15,491,1500,1937,13778,,,,,,,,,,,,-2,,,,,
,-29,-15,7,-27,258,-6027,,,,,,,,,,,,10,,,,,
,-32,,-491,-1341,-1474,-19198,,,,,,,,,,,,5,,,,,
,2019,9,-1821,-5223,-8566,-23725,,,,,,,,,,,,-7,,,,,
,-1951,11,-427,-1531,-3007,-1744,,,,,,,,,,,,-3,,,,,
,705,-11,27,643,832,7521,,,,,,,,,,,,7,,,,,
,186,-17,465,626,1183,-2577,,,,,,,,,,,,1,,,,,
,1596,18,1773,5319,9331,16581,,,,,,,,,,,,1,,,,,
,266,-2,414,1431,2161,13145,,,,,,,,,,,,-14,,,,,
,-1917,-17,2,-1,-485,11200,,,,,,,,,,,,-3,,,,,
,2845,-10,-416,-1125,-2275,-647,,,,,,,,,,,,16,,,,,
,-2925,10,-1774,-5242,-8214,-34293,,,,,,,,,,,,,,,,,
,-177,1,-474,-1485,-1671,-23883,,,,,,,,,,,,-11,,,,,
,1950,-11,-33,-3,-57,2845,,,,,,,,,,,,3,,,,,
,-1275,-17,450,1220,1641,18449,,,,,,,,,,,,8,,,,,
,-417,-19,1842,5304,8153,32898,,,,,,,,,,,,2,,,,,
,-612,36,470,1430,2387,4014,,,,,,,,,,,,-7,,,,,
,389,-35,-38,-94,549,-13623,,,,,,,,,,,,2,,,,,
,-155,1,-500,-1225,-2021,-3238,,,,,,,,,,,,5,,,,,
,-315,-1,-1776,-5223,-8892,-16533,,,,,,,,,,,,-5,,,,,
,42,,-398,-1336,-2550,-5170,,,,,,,,,,,,1,,,,,
,-11,5,5,2,156,-5299,,,,,,,,,,,,-10,,,,,
,-19,-16,423,1140,2673,-7820,,,,,,,,,,,,1,,,,,
,1566,-17,1774,5230,8457,30214,,,,,,,,,,,,18,,,,,
,-1049,-3,458,1432,1762,22114,,,,,,,,,,,,2,,,,,
,-83,1,28,86,-297,5654,,,,,,,,,,,,-2,,,,,
,117,17,-448,-1247,-1899,-10498,,,,,,,,,,,,-5,,,,,
,327,-18,-1835,-5333,-7851,-42499,,,,,,,,,,,,-12,,,,,
,1018,4,-466,-1387,-2251,-8969,,,,,,,,,,,,20,,,,,
,-1061,,3,-60,-553,12249,,,,,,,,,,,,-7,,,,,
,1794,-4,496,1282,1712,7744,,,,,,,,,,,,-3,,,,,
,-2220,2,1807,5639,9365,27784,,,,,,,,,,,,-3,,,,,
,-292,-15,437,851,1858,-6087,,,,,,,,,,,,-10,,,,,
,983,-2,-41,152,358,1263,,,,,,,,,,,,8,,,,,
,-199,5,-456,-1227,-2462,6407,,,,,,,,,,,,-5,,,,,
,-616,1,-1740,-5181,-8773,-22201,,,,,,,,,,,,1,,,,,
,58,-21,-420,-1374,-2115,-12838,,,,,,,,,,,,-1,,,,,
,-139,-13,-32,-78,572,-12720,,,,,,,,,,,,7,,,,,
,178,17,410,1221,2162,5140,,,,,,,,,,,,-5,,,,,
,-193,-18,1794,5231,8013,38830,,,,,,,,,,,,5,,,,,
,-158,13,475,1478,1825,14492,,,,,,,,,,,,9,,,,,
,-25,-13,30,22,128,-3544,,,,,,,,,,,,-14,,,,,
,73,14,-482,-1324,-1419,-18715,,,,,,,,,,,,,,,,,
,-171,-11,-1823,-5268,-8374,-27993,,,,,,,,,,,,-5,,,,,
,509,1,-438,-1387,-2687,2497,,,,,,,,,,,,3,,,,,
,-445,,31,66,-336,5194,,,,,,,,,,,,5,,,,,
,583,-17,470,1275,2176,2315,,,,,,,,,,,,,,,,,
,-77,-4,1765,5145,9015,14629,,,,,,,,,,,,-3,,,,,
,698,-1,409,1388,2290,8132,,,,,,,,,,,,-3,,,,,
,-917,-1,10,38,-390,12246,,,,,,,,,,,,2,,,,,
,1460,4,-429,-1205,-2413,168,,,,,,,,,,,,,,,,,
,-1641,-2,-1768,-5201,-8312,-30972,,,,,,,,,,,,1,,,,,
,470,-8,-456,-1503,-1723,-22694,,,,,,,,,,,,11,,,,,
,-80,5,-28,-4,138,-1795,,,,,,,,,,,,-6,,,,,
,129,21,449,1246,1655,17422,,,,,,,,,,,,-1,,,,,
,143,-38,1822,5072,7666,31073,,,,,,,,,,,,-2,,,,,
,-484,-7,459,2072,3421,7980,,,,,,,,,,,,-3,,,,,
,334,9,-5,-644,-455,-13058,,,,,,,,,,,,8,,,,,
,284,-1,-485,-1141,-1619,-6902,,,,,,,,,,,,3,,,,,
,-741,-5,-1817,-5198,-8820,-15739,,,,,,,,,,,,,,,,,
,429,5,-394,-1333,-2622,-3083,,,,,,,,,,,,-10,,,,,
,970,-24,31,67,61,-2070,,,,,,,,,,,,4,,,,,
,1374,-13,427,1119,2631,-7627,,,,,,,,,,,,2,,,,,
,-2718,-6,1751,5206,8633,24657,,,,,,,,,,,,1,,,,,
,529,2,439,1430,1782,21095,,,,,,,,,,,,-4,,,,,
,-24,-1,25,55,-384,7142,,,,,,,,,,,,,,,,,
,-58,-2,-428,-1183,-1964,-7543,,,,,,,,,,,,-6,,,,,
,744,-12,-1810,-5337,-7892,-41239,,,,,,,,,,,,-4,,,,,
,-815,13,-465,-1420,-2093,-13013,,,,,,,,,,,,14,,,,,
,239,2,-3,12,-386,11765,,,,,,,,,,,,5,,,,,
,-447,-17,483,1274,1704,12522,,,,,,,,,,,,-12,,,,,
,-304,-18,1808,5288,8474,25881,,,,,,,,,,,,-3,,,,,
,-535,4,434,1320,2762,-3673,,,,,,,,,,,,3,,,,,
,2,-1,-47,-32,207,-3919,,,,,,,,,,,,7,,,,,
,-138,-16,-457,-1233,-2448,5611,,,,,,,,,,,,3,,,,,
,119,15,-1756,-5178,-8813,-20245,,,,,,,,,,,,4,,,,,
,627,1,-424,-1338,-2263,-10287,,,,,,,,,,,,-2,,,,,
,-318,-12,-10,-96,541,-10538,,,,,,,,,,,,-9,,,,,
,41,7,423,1191,2318,4760,,,,,,,,,,,,4,,,,,
,213,-5,1784,5254,8082,27136,,,,,,,,,,,,-5,,,,,
,632,-23,473,1423,1716,8058,,,,,,,,,,,,-4,,,,,
,-851,2,38,-44,-234,-1124,,,,,,,,,,,,14,,,,,
