Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,89,-3,5,,6,16,8,,4,1,3,,,2,5,,,18,,,,,
,1382,-1,5,,-3,12,-3,,4,-3,-2,,-1,1,-10,,,7,,,,,
,-1782,23,-8,,1,-7,-4,,6,13,6,,,-1,25,,,-20,,,,,
,960,-20,6,,,1,-6,,7,-6,1,,-17,6,-15,,,2,,,,,
,-1050,-2,4,,,,22,,-5,8,5,,16,-9,-11,,,19,,,,,
,-335,1,-1,,2,-3,-12,,-7,2,-15,,1,-3,4,,,-11,,,,,
,481,-10,-3,,-15,-7,-8,,-13,-19,-6,,10,6,2,,,-3,,,,,
,-800,1,4,,17,5,13,,11,7,15,,11,15,13,,,-2,,,,,
,311,-1,-10,,-7,5,-1,,-11,-3,-4,,-28,-18,-12,,,-1,,,,,
,563,-1,-4,,2,-11,-12,,,-1,-1,,2,-7,-8,,,6,,,,,
,957,1,14,,-5,-7,2,,10,9,-5,,-7,11,17,,,1,,,,,
,-1433,,-5,,19,11,3,,,-6,-2,,-2,1,1,,,-5,,,,,
,-212,,-5,,-19,7,5,,-3,-14,7,,7,-2,-1,,,3,,,,,
,472,-1,6,,-17,4,-12,,-3,6,8,,,-5,-19,,,-2,,,,,
,-445,-19,-3,,20,-7,5,,-4,1,-8,,-5,-8,-4,,,,,,,,
,468,21,-2,,2,-5,4,,12,-4,5,,11,4,15,,,,,,,,
,184,-6,-9,,-3,1,-5,,-2,5,-9,,-5,9,4,,,2,,,,,
,-353,-13,13,,-14,-5,-4,,-17,-1,-2,,-4,2,-8,,,1,,,,,
,2389,-16,4,,7,10,1,,13,12,15,,7,-3,16,,,-5,,,,,
,-2901,4,7,,10,10,8,,-8,5,14,,13,-2,4,,,-1,,,,,
,614,-1,-3,,7,-15,18,,13,-13,-7,,-7,4,-9,,,6,,,,,
,293,,-4,,8,-9,-10,,-1,-3,-16,,-2,-5,-12,,,-4,,,,,
,51,,-9,,-4,6,-7,,5,5,7,,4,5,5,,,,,,,,
,453,6,-2,,-18,-3,1,,-7,-1,2,,4,-15,-1,,,3,,,,,
,-944,-6,4,,4,9,-4,,-3,,-13,,2,-8,5,,,-4,,,,,
,1082,-20,6,,15,4,11,,2,10,12,,-7,33,10,,,7,,,,,
,313,-3,2,,,1,-1,,10,3,-5,,1,-1,3,,,-3,,,,,
,-1161,24,-2,,-15,4,-9,,,-8,4,,-10,1,-2,,,-7,,,,,
,264,-20,-15,,-5,2,-20,,-10,-8,-2,,-15,-10,-6,,,2,,,,,
,335,-1,9,,,-8,-3,,-2,4,-9,,3,-8,-12,,,-4,,,,,
,-237,-13,9,,11,-1,8,,,7,-3,,12,2,7,,,7,,,,,
,-615,-1,17,,8,9,13,,2,-7,13,,2,8,-9,,,-12,,,,,
,353,4,-11,,-11,-14,-1,,-12,2,-4,,4,3,-3,,,10,,,,,
,-51,,1,,4,9,4,,8,11,-1,,16,-4,17,,,7,,,,,
,806,-1,3,,6,13,15,,12,10,15,,3,4,15,,,-6,,,,,
,-1242,-6,-2,,-13,-7,-5,,-18,-13,-13,,-18,-13,-5,,,-1,,,,,
,201,7,-14,,-11,-22,-10,,-3,-31,-7,,-6,-4,-26,,,-1,,,,,
,2380,-20,-5,,-6,-16,-10,,10,11,-3,,-1,-2,11,,,-11,,,,,
,-2441,18,14,,7,6,3,,-6,14,3,,-5,3,3,,,16,,,,,
,-568,-21,-16,,-7,-5,-8,,-5,-12,-12,,-9,-7,-5,,,3,,,,,
,1175,2,9,,17,25,8,,14,8,10,,12,8,-1,,,-4,,,,,
,-306,,19,,5,10,17,,10,17,23,,14,17,-12,,,-3,,,,,
,-488,3,-15,,-12,-8,-12,,-12,-1,-2,,6,-13,,,,-3,,,,,
,-318,-16,-6,,6,-1,-11,,5,-15,-15,,-13,8,9,,,8,,,,,
,514,3,13,,21,-4,18,,11,-8,10,,-4,,-7,,,-1,,,,,
,449,1,5,,-5,5,6,,-10,10,3,,5,7,7,,,-6,,,,,
,271,10,7,,1,7,2,,16,17,-1,,15,24,21,,,10,,,,,
,-998,-12,-13,,-18,-7,-7,,-13,-17,8,,-10,-13,-15,,,2,,,,,
,521,6,-9,,-7,-7,-14,,-12,6,-10,,-8,-15,-16,,,-10,,,,,
,185,6,-10,,1,9,9,,-2,-4,-15,,-5,-5,8,,,14,,,,,
,588,-11,7,,6,7,4,,3,-1,,,6,-9,5,,,-8,,,,,
,306,-21,8,,8,-9,-2,,7,-2,1,,2,1,,,,2,,,,,
,671,22,-4,,-4,-22,-8,,-7,-15,5,,-12,-10,,,,-18,,,,,
,-1838,-19,14,,2,6,-7,,12,18,9,,11,10,-1,,,1,,,,,
,-11,18,-6,,-13,5,23,,3,9,-10,,,9,3,,,6,,,,,
,2713,-32,4,,-1,13,,,-16,-11,-13,,-9,-4,9,,,-6,,,,,
,-2535,-2,-15,,26,-10,-15,,5,-3,7,,-6,-3,-8,,,13,,,,,
,58,3,3,,-11,-4,3,,3,-1,9,,8,10,-3,,,1,,,,,
,-67,2,7,,-3,-5,6,,-7,3,-4,,5,-4,2,,,-3,,,,,
,2227,-2,,,-1,22,-10,,-6,10,9,,7,10,9,,,-2,,,,,
,-2376,,-10,,5,5,-4,,16,-4,,,-2,-4,,,,5,,,,,
,2162,-1,-9,,-25,-27,,,-8,-13,-25,,-17,-29,-13,,,-5,,,,,
,-2137,16,11,,2,5,11,,3,,12,,6,17,4,,,-5,,,,,
,2482,-14,3,,2,2,-7,,-1,-4,,,15,3,,,,9,,,,,
,-2779,,14,,20,15,10,,5,28,2,,3,8,6,,,8,,,,,
,751,-3,-10,,6,-5,-8,,13,10,17,,2,4,5,,,-1,,,,,
,-315,3,9,,-11,-10,6,,-3,-8,-10,,-13,1,-20,,,-11,,,,,
,238,-1,-4,,1,20,4,,-1,3,-1,,-11,,15,,,12,,,,,
,-70,-34,-14,,7,-8,-9,,-17,-22,1,,-5,-13,-8,,,,,,,,
,-217,15,,,-17,-11,-5,,3,-8,-4,,-5,-10,-16,,,-8,,,,,
,3222,-11,5,,3,-8,9,,-3,13,-5,,10,5,9,,,-5,,,,,
,-2086,10,,,9,,-1,,-4,,,,7,9,10,,,-8,,,,,
,-232,-10,-5,,3,,-5,,21,,16,,2,-4,2,,,5,,,,,
,-1014,,-5,,,12,-4,,-9,,,,5,1,-4,,,11,,,,,
,335,11,15,,-8,5,-2,,9,-2,-8,,4,-1,1,,,-7,,,,,
,-378,-1,-12,,10,-12,-5,,7,-11,-17,,-26,-3,-10,,,-1,,,,,
,-47,-10,-3,,3,14,5,,-7,5,18,,5,1,-7,,,-2,,,,,
,-52,-21,14,,-15,2,8,,-1,3,9,,25,4,18,,,-2,,,,,
,839,-1,-8,,,-11,-13,,-3,14,-2,,-19,,3,,,10,,,,,
,-983,2,4,,7,,2,,-2,3,-2,,2,6,2,,,-4,,,,,
,140,18,-1,,-1,-2,14,,8,-3,-7,,-7,-3,-8,,,1,,,,,
,-126,-29,1,,12,4,4,,-7,-12,-9,,13,,-5,,,13,,,,,
,-262,-1,3,,-9,5,-12,,-9,4,-7,,,-15,-9,,,-5,,,,,
,-39,1,-11,,-32,-22,-18,,-9,-16,-2,,-14,,2,,,-1,,,,,
,2363,,10,,32,23,19,,5,9,18,,22,10,22,,,-7,,,,,
,-1974,10,2,,10,4,-1,,5,14,16,,3,4,1,,,1,,,,,
,258,-12,-5,,-21,-12,,,2,-6,-15,,-14,-7,-11,,,2,,,,,
,156,2,-2,,-3,-15,2,,-5,-3,5,,7,,2,,,-1,,,,,
,2957,-2,-5,,5,17,-12,,1,-2,-6,,-8,3,,,,8,,,,,
,-3266,1,13,,1,-4,8,,16,-3,3,,4,-6,-3,,,-14,,,,,
,476,-20,-8,,-1,-6,-6,,-9,-1,-11,,2,-2,-6,,,2,,,,,
,-278,1,5,,7,12,12,,-6,,12,,7,13,12,,,-3,,,,,
,-149,,-3,,3,-5,18,,10,14,5,,-5,10,12,,,-3,,,,,
,-158,36,4,,-7,2,-15,,-5,-14,1,,-7,-22,-9,,,10,,,,,
,-150,-49,-19,,-14,-12,-17,,-4,-9,-1,,-10,4,-18,,,-1,,,,,
,244,1,15,,5,23,13,,3,21,-2,,20,5,27,,,,,,,,
,538,11,3,,13,-9,5,,1,-6,-12,,-11,-2,-15,,,2,,,,,
,-495,1,-1,,-2,-6,-2,,,-1,6,,-15,1,-7,,,4,,,,,
,20,,1,,3,1,3,,-1,1,6,,13,19,10,,,3,,,,,
,386,-12,-4,,-5,2,-4,,-11,-12,1,,-4,-14,-6,,,-13,,,,,
,-254,2,2,,2,-3,-12,,-8,7,-11,,6,-9,1,,,1,,,,,
,132,,-2,,4,9,14,,16,3,1,,-5,7,-7,,,3,,,,,
,772,-1,-6,,-21,-6,-10,,1,-10,-1,,10,4,-8,,,-13,,,,,
,-399,-21,-12,,7,8,3,,2,-5,-1,,9,2,8,,,3,,,,,
,-818,1,11,,2,1,-8,,-8,2,-15,,-22,-7,2,,,1,,,,,
,52,,-1,,9,-2,9,,9,25,5,,6,4,,,,6,,,,,
,248,1,12,,-7,-10,1,,-3,-6,7,,1,-2,-2,,,3,,,,,
,-485,-11,,,-5,,-3,,-21,-21,9,,-14,-16,8,,,2,,,,,
,389,-2,-1,,17,13,4,,7,6,6,,4,14,1,,,-5,,,,,
,1013,2,6,,8,-5,,,15,1,9,,11,5,3,,,,,,,,
,-1442,,,,-5,-2,5,,-3,12,-8,,5,4,-13,,,-1,,,,,
,874,,-15,,-9,-8,-10,,1,7,-15,,1,-15,-2,,,,,,,,
,2232,10,-2,,-5,1,-14,,-1,-10,-4,,-16,-20,1,,,4,,,,,
,-3326,-5,-1,,-8,-8,12,,-4,-21,-9,,-4,15,-3,,,2,,,,,
,308,-5,11,,5,8,8,,-1,7,15,,6,10,13,,,-3,,,,,
,383,10,-1,,7,-5,-5,,8,8,,,-1,-9,-10,,,-3,,,,,
,335,-3,11,,13,21,9,,12,18,23,,23,11,11,,,3,,,,,
,-271,-12,-14,,-12,-2,-10,,-17,-23,-14,,-3,,-9,,,8,,,,,
,-217,,-4,,-5,-20,4,,-3,-6,-6,,-6,-12,3,,,,,,,,
,508,-11,8,,-5,-1,-7,,-9,-3,-7,,-11,,4,,,-14,,,,,
,181,15,-5,,16,17,22,,9,22,9,,27,9,3,,,-1,,,,,
,-560,-20,19,,6,-1,9,,4,1,,,-7,3,-10,,,2,,,,,
,-210,9,-1,,-16,2,-16,,4,,-5,,-10,-13,15,,,9,,,,,
,660,10,2,,18,18,-2,,8,6,7,,6,14,11,,,5,,,,,
,-959,-11,-1,,-2,3,3,,9,5,,,-11,12,-7,,,-11,,,,,
,329,2,-12,,-13,-29,-4,,-11,-12,1,,2,-6,-4,,,-5,,,,,
,-148,-18,,,-5,4,3,,-6,-4,9,,,-8,-6,,,7,,,,,
,74,18,,,10,10,7,,-1,-10,-19,,14,,-5,,,,,,,,
,585,-1,,,1,-4,-9,,2,22,6,,-5,9,17,,,3,,,,,
,1726,,-18,,-6,-27,-16,,-8,-9,-2,,-31,-26,-11,,,-9,,,,,
,-2211,-17,15,,-2,8,18,,12,-1,10,,24,27,14,,,3,,,,,
,-289,-1,6,,1,4,4,,-2,-4,-5,,9,-15,-6,,,-2,,,,,
,230,-1,-3,,6,16,-17,,-6,-4,-8,,-6,-10,-21,,,12,,,,,
,76,-29,,,1,4,1,,-5,7,5,,-1,15,11,,,-12,,,,,
,-72,29,-12,,-6,-5,12,,13,-4,-6,,-3,,2,,,3,,,,,
,-68,-1,2,,-4,-11,-4,,12,-3,2,,6,9,-6,,,2,,,,,
,229,2,8,,9,7,-10,,-6,7,-3,,-11,-9,1,,,-12,,,,,
,2959,-27,14,,4,-1,1,,-10,-4,8,,4,-3,-1,,,10,,,,,
,-3047,27,-2,,10,5,7,,7,4,8,,14,17,10,,,8,,,,,
,-616,-47,-10,,-15,-10,2,,13,-2,-7,,-14,-1,1,,,-7,,,,,
,395,22,-1,,3,10,-3,,-3,16,10,,3,4,,,,-4,,,,,
,494,-21,9,,12,3,5,,-5,6,13,,6,-2,18,,,5,,,,,
,42,,-9,,1,3,-8,,-7,-2,-13,,,-13,-12,,,-5,,,,,
,-498,6,-4,,-19,-9,-6,,2,-10,1,,8,-4,-1,,,-2,,,,,
,843,-4,,,2,-14,6,,,-3,-7,,-5,-11,-7,,,3,,,,,
,-1013,7,2,,,17,3,,5,-4,,,-5,12,6,,,1,,,,,
,1423,-7,10,,-2,-3,-5,,-8,6,-12,,4,10,,,,1,,,,,
,-1366,-1,-20,,-11,-13,,,-5,-9,-14,,-19,-22,-17,,,-3,,,,,
,2152,-14,8,,13,6,1,,10,5,15,,13,13,16,,,3,,,,,
,-1960,-10,,,8,2,-4,,7,-5,,,,14,-15,,,10,,,,,
,1972,25,-6,,-6,4,7,,-21,10,3,,-12,-5,2,,,-8,,,,,
,-2487,-1,8,,-10,2,1,,-1,5,-5,,9,-2,12,,,-3,,,,,
,1373,-30,,,4,2,2,,12,-4,-6,,8,-1,-12,,,1,,,,,
,-1027,19,3,,14,-8,11,,3,3,26,,-3,4,14,,,5,,,,,
,-178,1,7,,-7,-2,-3,,-3,13,11,,-11,2,1,,,-1,,,,,
,162,-16,-7,,2,13,-5,,-2,-9,-1,,10,-3,10,,,-9,,,,,
,-175,-15,11,,5,14,25,,15,9,-4,,6,12,9,,,7,,,,,
,669,15,-4,,-7,-10,-18,,-3,-24,-10,,2,-19,-10,,,-2,,,,,
,2906,-6,-5,,-4,-11,-15,,1,-1,-4,,-7,4,-19,,,2,,,,,
,-3363,3,-10,,,-8,-3,,-9,-16,-10,,-13,-6,-13,,,-9,,,,,
,-655,-13,18,,-4,19,-1,,-4,16,8,,14,21,1,,,-1,,,,,
,911,1,-7,,5,-9,3,,-13,3,-2,,-4,-11,8,,,-9,,,,,
,-92,-4,-9,,-11,-13,8,,-13,-14,-23,,-15,-24,-2,,,11,,,,,
,3596,14,-4,,4,8,-15,,6,12,2,,,16,-2,,,12,,,,,
,-3683,,3,,-3,1,,,5,-3,1,,4,-3,5,,,-7,,,,,
,36,-2,15,,20,19,14,,8,1,20,,19,-7,10,,,5,,,,,
,3,-31,-1,,2,-6,,,23,10,15,,,5,-4,,,-5,,,,,
,484,,-5,,-4,-9,3,,-15,2,-10,,-7,-1,-6,,,,,,,,
,-888,2,3,,-3,-13,11,,-9,-3,6,,7,18,14,,,13,,,,,
,36,18,-3,,-1,15,-5,,10,11,,,4,-3,7,,,7,,,,,
,89,-28,-16,,-3,-2,-18,,-9,-4,-19,,-21,-21,-19,,,-19,,,,,
,-351,13,27,,9,13,20,,11,-3,13,,7,12,8,,,-2,,,,,
,1199,-3,-17,,-6,-19,-15,,-9,-16,-4,,2,-7,-15,,,3,,,,,
,534,-10,-1,,4,-16,-12,,2,-2,-6,,-6,3,4,,,-1,,,,,
,-1353,3,7,,-8,10,7,,-3,1,2,,1,6,8,,,-7,,,,,
,51,-3,4,,-14,5,8,,-8,5,-9,,1,2,10,,,11,,,,,
,370,10,-15,,12,-3,-13,,5,16,2,,-5,1,-1,,,3,,,,,
,-78,-1,-2,,-5,-1,-9,,5,-23,4,,-15,-28,-18,,,,,,,,
,109,-29,19,,4,-4,20,,3,18,9,,24,16,20,,,-4,,,,,
,1304,-1,2,,1,11,5,,8,-1,-1,,4,17,-2,,,1,,,,,
,-2249,21,-20,,-1,3,-8,,-17,-5,5,,-7,,-11,,,7,,,,,
,2822,-20,18,,,-1,3,,1,-2,3,,2,-13,12,,,-4,,,,,
,-1795,,-2,,3,5,5,,2,12,-3,,7,-3,1,,,-8,,,,,
,-634,,-4,,-8,-9,-10,,-3,-7,-10,,-18,6,-13,,,-5,,,,,
,26,1,5,,-12,9,-1,,2,-15,-9,,-5,-11,-10,,,5,,,,,
,-242,-8,-12,,21,-1,10,,4,18,14,,26,21,7,,,15,,,,,
,-26,7,-7,,17,-5,-10,,11,1,8,,-20,,8,,,-8,,,,,
,167,1,7,,-10,-9,-5,,-14,-7,-12,,-11,-14,-8,,,-12,,,,,
,245,-1,3,,-4,-3,13,,-8,-10,-2,,-3,1,-15,,,-9,,,,,
,303,1,2,,-6,10,,,6,6,-2,,9,,6,,,8,,,,,
,88,-1,3,,2,8,2,,1,12,7,,7,10,14,,,,,,,,
,1976,-18,-5,,5,-9,-3,,3,-3,-11,,9,-3,-8,,,11,,,,,
,-2330,18,-8,,-14,,-17,,-5,-4,-8,,-3,-1,-12,,,-10,,,,,
,356,1,6,,,14,11,,2,-3,15,,3,-1,6,,,1,,,,,
,-13,-18,-2,,17,-1,-1,,-4,-9,20,,1,15,5,,,5,,,,,
,-647,,3,,10,-1,5,,12,11,-5,,5,-5,9,,,-1,,,,,
,1041,10,11,,-4,7,13,,13,8,-15,,-5,1,8,,,3,,,,,
,-546,-36,-16,,-6,-18,-10,,-24,-7,-20,,-4,-19,-18,,,-5,,,,,
,-440,18,-3,,5,-17,-8,,,2,17,,11,9,3,,,4,,,,,
,346,20,-13,,-11,12,-9,,1,-4,2,,2,-1,7,,,-1,,,,,
,606,-11,-4,,7,7,22,,16,,-2,,-7,-2,-10,,,-6,,,,,
,-1085,-1,27,,-6,6,12,,-9,-2,3,,-5,2,-6,,,5,,,,,
,281,,-2,,17,7,-12,,,3,13,,4,-7,14,,,-3,,,,,
,15,-7,-7,,-4,,8,,1,8,-2,,4,19,9,,,7,,,,,
,637,-37,7,,-1,,5,,17,-7,-8,,6,-6,-4,,,,,,,,
,-820,-1,-7,,-10,-13,-21,,-19,-11,6,,1,-25,1,,,,,,,,
,538,-2,,,-2,4,-4,,-3,19,-11,,-6,17,7,,,6,,,,,
,256,13,-3,,-19,-11,-14,,-6,-22,-5,,-16,-7,-11,,,-10,,,,,
,106,10,5,,9,7,13,,11,-11,18,,-2,9,-8,,,8,,,,,
,-678,-3,16,,10,5,11,,2,10,4,,23,8,8,,,,,,,,
,497,-18,4,,9,,-1,,-8,24,-2,,5,-7,9,,,3,,,,,
,-437,-1,-14,,3,5,13,,10,-4,-1,,-8,-5,-4,,,-3,,,,,
,-557,3,2,,-12,,-15,,-7,-10,-6,,-16,-11,-4,,,8,,,,,
,1157,-15,-13,,-15,-12,-7,,-8,-3,-8,,-13,1,-8,,,1,,,,,
,832,11,9,,9,-3,1,,14,2,-3,,-7,-5,-12,,,-3,,,,,
,-1129,-8,-9,,-9,-4,8,,-2,-4,11,,7,4,8,,,-7,,,,,
,761,11,1,,24,19,2,,18,17,16,,17,11,12,,,-4,,,,,
,-763,-27,5,,-8,-6,-2,,-12,-3,-3,,7,,-3,,,-6,,,,,
,184,-6,-4,,-14,-13,7,,-13,-14,-14,,,7,4,,,-2,,,,,
,-327,-1,4,,8,12,-4,,5,7,-9,,-3,6,-2,,,7,,,,,
,-95,2,2,,-5,-8,-13,,1,-7,5,,-5,-8,-2,,,-2,,,,,
,407,7,15,,-3,6,10,,5,9,10,,11,7,4,,,-5,,,,,
,-531,-17,-7,,6,5,3,,-14,3,,,1,-10,-4,,,3,,,,,
,279,-4,-4,,-8,-7,8,,8,-10,,,-1,12,2,,,13,,,,,
,-317,20,4,,19,-3,-12,,20,10,-6,,,,,,,8,,,,,
,472,-5,-14,,-22,-17,-22,,-25,-10,-9,,-16,-27,-20,,,-23,,,,,
,-577,-1,13,,13,35,18,,3,5,9,,5,17,17,,,-8,,,,,
,1638,-20,-1,,,-7,7,,20,5,2,,-11,-4,16,,,15,,,,,
,903,28,7,,,-8,1,,-2,-7,3,,15,-6,-26,,,3,,,,,
,-1789,-22,-10,,-1,-4,-10,,-11,-4,-6,,-5,11,6,,,-4,,,,,
,-921,-16,-9,,-8,-5,-2,,-4,-3,-16,,-14,-8,-3,,,-6,,,,,
,1052,19,9,,16,,-10,,-12,7,1,,10,-16,-4,,,2,,,,,
,-368,3,15,,-3,8,21,,7,-1,12,,8,6,17,,,7,,,,,
,-1037,-23,-15,,-8,-7,-16,,,-11,-3,,1,,5,,,5,,,,,
,1180,-12,-3,,6,11,7,,10,9,11,,4,15,-12,,,1,,,,,
,-755,10,,,-11,-10,-7,,-7,2,-1,,-1,-3,-19,,,-9,,,,,
,301,-10,1,,-4,-5,-1,,-6,-5,-20,,-6,-13,9,,,11,,,,,
,-641,-1,-3,,14,4,16,,10,16,17,,4,16,20,,,,,,,,
,530,28,,,-3,9,-1,,-11,4,,,-5,-7,-6,,,-11,,,,,
,-272,-22,20,,7,10,-2,,9,-6,3,,7,17,10,,,7,,,,,
,-206,1,-14,,-5,-7,-4,,-9,-13,-8,,-13,-10,-12,,,-10,,,,,
,-28,1,-1,,-8,-7,-8,,1,-5,4,,3,-15,-8,,,7,,,,,
,144,,13,,-6,1,4,,6,5,-6,,11,5,7,,,-7,,,,,
,1100,-1,,,5,-2,8,,-7,6,10,,4,7,7,,,-1,,,,,
,-226,-11,-13,,13,-1,-5,,10,3,-6,,-15,-2,-12,,,5,,,,,
,1952,11,-13,,3,9,-7,,-7,-14,3,,-4,-5,-7,,,-1,,,,,
,-2323,-13,14,,-9,-2,14,,10,10,3,,7,18,4,,,-4,,,,,
,540,2,11,,-2,2,-6,,-9,6,-7,,3,3,1,,,-2,,,,,
,-931,12,-3,,-1,-6,6,,16,-4,10,,6,-3,10,,,-9,,,,,
,-70,-1,-18,,-5,-14,1,,-1,-6,-6,,-7,-15,3,,,6,,,,,
,910,6,1,,7,-2,-3,,-13,-5,-10,,-8,-14,-13,,,16,,,,,
,78,,15,,13,17,10,,12,3,15,,10,26,10,,,-4,,,,,
,-955,-1,-20,,-17,-2,-12,,-9,2,2,,-12,-15,-3,,,3,,,,,
,1615,-29,-17,,-16,-15,-6,,-18,-15,-14,,-18,-18,-9,,,-13,,,,,
,-1312,-1,19,,12,12,6,,17,15,-7,,20,28,2,,,-3,,,,,
,-67,1,16,,23,13,2,,10,-1,7,,8,11,16,,,4,,,,,
,1761,21,7,,-6,5,2,,,2,22,,7,-11,-4,,,-12,,,,,
,112,19,-17,,-9,-5,-12,,-7,10,-15,,-4,,-1,,,4,,,,,
,-2053,-20,-6,,8,-15,,,-8,-7,1,,-18,-4,-5,,,12,,,,,
,294,-18,14,,6,15,6,,15,10,9,,3,21,10,,,-7,,,,,
,-102,,-4,,-7,-6,-9,,-5,-16,-14,,-2,-13,-4,,,,,,,,
,2457,-1,18,,1,11,12,,-1,11,9,,11,4,-7,,,2,,,,,
,-2569,,-2,,3,-1,-11,,-11,7,1,,7,-6,-1,,,-2,,,,,
,-14,-1,-16,,-4,-8,-20,,-2,-13,-16,,-16,-2,-11,,,10,,,,,
,354,2,-7,,-8,-12,14,,-8,-15,-2,,-9,-5,2,,,9,,,,,
,-2,-1,10,,-1,11,6,,7,23,16,,24,,16,,,-8,,,,,
,1573,-33,-17,,-16,-14,2,,4,-26,-11,,-18,-3,-11,,,-6,,,,,
,-1765,31,5,,21,6,6,,4,3,,,-7,1,-4,,,,,,,,
,-17,-35,2,,9,3,-7,,-1,16,2,,4,5,-1,,,2,,,,,
,-80,4,-2,,-20,-3,-9,,-7,11,-5,,17,-3,6,,,-5,,,,,
,994,33,-1,,,13,10,,2,,10,,6,2,-3,,,11,,,,,
,-938,-26,1,,-1,-13,3,,-16,-17,-12,,4,-2,4,,,2,,,,,
,581,,-1,,7,17,10,,15,13,15,,-9,15,-7,,,-8,,,,,
,-417,-16,6,,5,-9,-6,,7,-1,1,,-1,-16,2,,,7,,,,,
,127,9,7,,2,2,5,,2,-7,12,,11,15,16,,,-1,,,,,
,-364,9,5,,-5,-12,-1,,-13,-1,-16,,-12,-8,-12,,,-6,,,,,
,650,-23,-9,,4,3,-2,,-2,11,-4,,4,-1,9,,,-4,,,,,
,-544,14,14,,-6,1,9,,15,6,-2,,-2,2,4,,,12,,,,,
,-9,,-7,,-11,-12,-8,,-8,-12,-3,,-11,3,-24,,,-2,,,,,
,35,-9,2,,8,18,10,,1,-3,21,,9,3,20,,,-12,,,,,
,-212,-24,-14,,-2,-10,-17,,,-4,1,,-2,-17,6,,,14,,,,,
,356,24,6,,-1,12,,,-1,5,-18,,-6,-6,-10,,,,,,,,
,2295,-22,1,,6,7,-3,,3,,-9,,-1,-3,-4,,,-9,,,,,
,-2471,17,-11,,,-7,-2,,-7,-9,14,,,1,-2,,,2,,,,,
,-555,-17,7,,12,1,22,,18,12,5,,8,27,22,,,2,,,,,
,444,-13,8,,-20,-10,-18,,-13,-11,-16,,-19,-8,-24,,,-4,,,,,
,1865,13,3,,12,-9,-4,,7,8,14,,13,,3,,,6,,,,,
,-2262,3,-5,,,1,8,,-3,-9,-2,,4,-2,2,,,2,,,,,
,478,-3,3,,-2,19,13,,6,3,9,,18,-2,13,,,2,,,,,
,23,-13,-4,,9,10,4,,3,10,7,,4,5,3,,,-4,,,,,
,173,13,-12,,-6,-5,-16,,2,-10,-17,,-19,-14,-1,,,,,,,,
,-649,-10,23,,2,1,-7,,8,2,-5,,1,-1,-9,,,2,,,,,
,-231,-21,-8,,-7,-9,-10,,-15,3,-4,,-1,7,-6,,,5,,,,,
,1268,-1,8,,-1,-5,20,,5,10,7,,-10,2,2,,,-12,,,,,
,-517,19,-12,,6,-1,-8,,-13,-11,1,,3,3,-5,,,1,,,,,
,-475,3,-1,,-3,15,,,,-4,7,,12,2,1,,,7,,,,,
,166,-3,3,,10,,10,,14,4,1,,7,-6,-2,,,-2,,,,,
,67,-13,3,,-5,-15,1,,-4,1,-6,,-10,21,8,,,7,,,,,
,419,-13,-6,,10,4,4,,1,12,3,,-4,-2,2,,,-2,,,,,
,-616,17,-17,,-28,-2,-26,,-9,-11,-21,,-8,-27,-21,,,-11,,,,,
,,-9,13,,-9,10,-4,,-1,-7,9,,-5,4,7,,,-5,,,,,
,825,-13,12,,20,-11,,,5,15,-8,,2,1,5,,,7,,,,,
,-864,13,9,,16,9,15,,8,9,13,,25,12,8,,,-2,,,,,
,874,-13,-25,,-13,-8,6,,-12,-9,-13,,-12,-4,-10,,,5,,,,,
,-640,13,1,,3,2,,,10,-11,9,,-17,-4,1,,,10,,,,,
,-141,-9,2,,14,10,13,,,6,11,,13,6,21,,,-10,,,,,
,609,-18,3,,-15,-10,-4,,2,-5,-4,,14,-6,-7,,,-9,,,,,
,274,-3,-2,,-7,5,-7,,-3,-7,-8,,-11,-6,-1,,,2,,,,,
,107,17,-6,,2,-5,-18,,-7,8,-12,,-1,4,-6,,,-7,,,,,
,-588,-17,13,,15,3,15,,8,8,12,,9,-7,11,,,9,,,,,
,-429,-10,-3,,-3,5,4,,11,4,7,,,10,-6,,,-7,,,,,
,1305,10,-2,,-5,-3,-9,,-13,-4,-3,,1,2,-10,,,2,,,,,
,-1337,-9,1,,8,1,7,,1,2,4,,-5,5,-1,,,5,,,,,
,1723,9,2,,-17,-16,-4,,5,-10,-14,,-10,-3,5,,,5,,,,,
,-1230,-11,-13,,-8,-5,-14,,-8,-21,-6,,-14,-10,2,,,-3,,,,,
,2164,14,,,,21,11,,-4,7,-1,,6,2,-8,,,-9,,,,,
,-2773,-3,2,,,2,2,,-7,13,12,,18,2,,,,8,,,,,
,1779,-4,7,,14,-7,7,,1,,6,,-6,-6,10,,,-8,,,,,
,-696,-27,1,,7,-10,7,,10,,3,,15,1,9,,,-7,,,,,
,-740,-2,-9,,-21,-10,-6,,-7,-4,-2,,-20,2,-17,,,15,,,,,
,257,3,2,,-1,2,-7,,2,-6,-2,,-2,,-9,,,9,,,,,
,443,1,12,,11,24,4,,-7,5,15,,18,5,16,,,-6,,,,,
