Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,870,-2,2,,-2,-14,-10,,-7,-4,9,,-3,6,2,,,7,,,,,
,624,-18,11,,5,11,13,,8,3,1,,16,-8,10,,,2,,,,,
,-2063,-1,2,,13,-1,20,,-12,9,14,,17,6,-2,,,11,,,,,
,23,,-4,,10,3,9,,12,-12,-11,,-14,6,-3,,,-1,,,,,
,1074,-11,4,,-15,7,-8,,17,7,2,,,2,13,,,-6,,,,,
,-692,11,-1,,-11,-9,-10,,7,,-6,,-12,-1,-13,,,-4,,,,,
,165,-1,,,5,11,3,,-10,-17,4,,,-3,-7,,,,,,,,
,-89,-9,1,,7,-16,-11,,-7,-3,4,,7,-8,7,,,9,,,,,
,-326,10,4,,-2,4,8,,-2,1,-15,,-4,-8,1,,,-11,,,,,
,638,-10,-8,,-11,,-9,,-5,1,10,,3,11,-4,,,-7,,,,,
,-647,11,-7,,11,1,13,,8,5,5,,9,6,-2,,,10,,,,,
,91,-32,12,,15,17,14,,10,19,10,,8,6,19,,,4,,,,,
,-63,21,,,-7,-13,-19,,-15,-10,-5,,-3,-5,-3,,,-4,,,,,
,135,,15,,11,10,7,,6,3,-7,,-13,8,2,,,,,,,,
,-207,-1,-8,,-18,-12,-4,,12,4,10,,6,-8,-20,,,,,,,,
,764,-3,-20,,-6,-16,-11,,-21,-27,-14,,-7,-7,7,,,-8,,,,,
,-177,-10,-2,,-13,8,-8,,,-4,-8,,-3,-8,-2,,,14,,,,,
,-558,11,3,,23,16,11,,,18,7,,14,8,5,,,-2,,,,,
,-132,-18,,,,-8,13,,12,-9,4,,-4,4,-8,,,-4,,,,,
,604,-6,-8,,-5,8,-6,,5,7,1,,-10,-2,11,,,,,,,,
,374,-4,-3,,-12,-16,-17,,-12,6,2,,4,4,-5,,,6,,,,,
,-984,12,23,,3,18,16,,10,-1,15,,14,4,7,,,-11,,,,,
,332,-1,-8,,15,-7,5,,2,,-17,,-4,-6,3,,,10,,,,,
,-449,-13,15,,12,3,10,,4,10,-8,,6,12,4,,,-7,,,,,
,289,2,-10,,-17,-13,-18,,-24,-15,,,-15,-17,-16,,,-4,,,,,
,38,1,-12,,-6,-1,-21,,,-17,-13,,1,-17,-5,,,-2,,,,,
,1140,-24,-3,,-4,,12,,7,-1,15,,,7,12,,,8,,,,,
,-1168,23,5,,,15,15,,6,25,10,,-2,11,4,,,-1,,,,,
,718,-1,11,,-3,-14,-2,,-10,-4,-17,,-5,-3,-12,,,2,,,,,
,-304,-19,1,,6,-13,-10,,19,-8,-8,,1,,,,,-8,,,,,
,-327,,-4,,6,8,8,,-4,-2,13,,5,15,15,,,1,,,,,
,-9,-1,,,-11,8,14,,-20,5,1,,,-7,-2,,,5,,,,,
,1109,1,-2,,-3,-4,-12,,15,5,6,,2,-4,-16,,,10,,,,,
,-529,,3,,9,10,,,13,-5,-3,,6,4,7,,,-15,,,,,
,2795,-11,-11,,11,,2,,-12,5,3,,-6,4,-4,,,-2,,,,,
,-3005,3,,,-13,-7,-9,,-5,-9,-9,,-5,-19,-7,,,9,,,,,
,-274,8,22,,9,14,6,,3,6,4,,9,12,14,,,7,,,,,
,459,-2,-15,,-1,-9,6,,,-2,-6,,-3,1,-14,,,-6,,,,,
,12,-9,-4,,-1,11,5,,7,11,7,,-5,-6,7,,,-1,,,,,
,474,,7,,-1,-2,,,7,-7,15,,5,12,9,,,2,,,,,
,-1212,-1,-7,,-3,-3,-4,,-11,-10,-3,,-5,-22,-4,,,13,,,,,
,359,2,10,,10,-1,9,,-5,7,-2,,8,9,-5,,,-11,,,,,
,-223,-19,12,,-3,-2,-4,,,10,11,,4,19,7,,,-2,,,,,
,94,-2,-27,,-11,-15,-11,,-14,-18,-22,,-18,-7,-17,,,-3,,,,,
,-797,19,5,,-2,14,-5,,-8,11,1,,2,-9,4,,,2,,,,,
,688,-19,19,,10,-4,3,,14,8,1,,1,-2,2,,,,,,,,
,-880,-12,-16,,-21,-11,-7,,1,-20,-4,,-7,-2,2,,,-4,,,,,
,370,1,-4,,11,-8,-12,,-9,,-8,,-7,-3,-1,,,-13,,,,,
,877,,13,,18,13,12,,22,11,-2,,25,17,5,,,15,,,,,
,-895,11,-17,,-10,-5,-3,,-18,-18,1,,-8,-13,7,,,2,,,,,
,1112,-11,1,,1,1,5,,1,22,15,,-6,-1,7,,,-2,,,,,
,1621,12,-2,,9,17,12,,12,8,2,,8,9,-11,,,,,,,,
,-2357,-25,10,,3,-3,1,,7,-4,-3,,8,,1,,,8,,,,,
,350,24,,,-3,5,10,,2,-7,8,,12,-2,14,,,-9,,,,,
,-83,-10,3,,-16,-10,-8,,-14,3,-9,,-17,-4,-8,,,-9,,,,,
,-164,-1,7,,-6,,-9,,17,-4,9,,-4,1,-17,,,3,,,,,
,-226,1,-10,,11,10,-16,,-13,-6,-1,,9,10,11,,,12,,,,100,
,828,-1,-1,,5,-4,14,,-7,12,-15,,4,-14,-9,,,-6,,,,-100,
,-627,-1,12,,-4,-8,13,,4,-7,1,,-15,1,-5,,,3,,,,,
,1391,-31,-1,,-1,4,3,,17,4,13,,7,12,4,,,7,,,,,
,-1632,,-19,,-7,-9,-17,,-19,-18,-8,,-13,-18,-5,,,-10,,,,,
,774,1,-12,,-5,-9,4,,-10,8,-16,,-4,-5,-4,,,-5,,,,,
,75,1,21,,21,15,3,,10,13,13,,23,15,11,,,2,,,,,
,1714,,5,,6,17,-2,,16,-4,9,,2,14,17,,,-7,,,,,
,-1495,,-15,,-25,-30,-13,,-20,-24,-17,,-37,-20,-13,,,9,,,,,
,-594,11,-4,,1,17,12,,-1,11,16,,9,19,6,,,4,,,,,
,-98,,9,,5,11,9,,8,10,4,,18,-8,-1,,,-5,,,,,
,-111,-2,-4,,3,-16,-5,,-1,-5,-16,,3,-5,-11,,,2,,,,,
,242,-30,6,,-7,7,-4,,-1,-3,6,,-12,11,-9,,,-16,,,,,
,-324,1,4,,,-1,8,,-6,7,-2,,,-7,5,,,9,,,,,
,1025,,-9,,-1,-1,-6,,6,-11,-10,,8,-8,-1,,,8,,,,,
,-1140,21,3,,5,2,,,-2,9,6,,14,10,12,,,10,,,,,
,39,-3,5,,6,-1,-4,,-3,-4,8,,-4,-17,-9,,,-16,,,,,
,827,-29,7,,4,1,2,,19,14,18,,-3,13,3,,,6,,,,,
,-949,-1,-17,,-5,-4,-5,,-10,10,-10,,-16,-3,16,,,11,,,,,
,-33,10,,,4,19,-1,,-4,-5,-10,,-5,-8,-9,,,-6,,,,,
,-105,-10,7,,-10,-29,-11,,-5,-10,-4,,-16,-3,-10,,,-6,,,,,
,680,12,12,,-1,,8,,-6,10,4,,21,16,7,,,-15,,,,,
,-52,-11,9,,9,14,9,,22,-6,9,,12,,-13,,,5,,,,,
,327,12,-7,,-1,-2,6,,-4,-12,-10,,-8,-4,5,,,16,,,,,
,132,-1,-13,,1,2,-4,,-7,-4,15,,15,17,5,,,5,,,,,
,595,-11,8,,-6,-2,-5,,,10,-7,,4,,11,,,-5,,,,,
,-1547,-21,-6,,2,-5,8,,4,4,-3,,-2,-11,-3,,,5,,,,,
,846,,-7,,6,9,12,,-2,7,4,,5,-9,5,,,-3,,,,,
,-752,2,10,,-3,6,-2,,2,2,,,-11,7,-5,,,-5,,,,,
,658,19,3,,5,-3,8,,11,9,3,,-7,13,1,,,5,,,,,
,-632,-20,7,,1,12,-7,,-10,-10,-5,,17,4,11,,,-8,,,,,
,-52,,2,,-7,-19,-10,,-2,-1,-5,,-14,-9,5,,,-2,,,,,
,351,-10,8,,11,-6,-9,,5,8,14,,-4,-3,-5,,,-6,,,,,
,-193,,-12,,-3,-5,1,,14,-12,-4,,-2,-8,-3,,,-1,,,,,
,-63,11,-16,,,-6,-9,,1,-19,-11,,-15,-7,-24,,,19,,,,,
,-456,-12,6,,-14,10,-4,,-8,14,1,,5,4,-1,,,5,,,,,
,2308,1,5,,8,21,15,,3,18,14,,11,14,21,,,-9,,,,,
,-1988,-1,-13,,6,-9,5,,-16,-2,-14,,,-8,-4,,,-7,,,,,
,1297,-9,5,,-4,,-5,,4,-13,,,-8,-2,-8,,,-8,,,,,
,-1446,-11,-1,,-1,-8,-4,,,-3,-1,,3,1,1,,,3,,,,,
,2563,21,3,,-8,-1,11,,-8,1,8,,2,6,2,,,11,,,,,
,-2279,,-1,,5,3,-10,,9,5,2,,-2,-8,1,,,-2,,,,,
,2329,1,-2,,-1,-2,3,,4,-9,-15,,6,1,5,,,-5,,,,,
,-1105,-3,-1,,4,1,,,6,-10,5,,,4,-5,,,3,,,,,
,1401,-29,-10,,-12,-10,-22,,-16,1,3,,-12,8,5,,,6,,,,,
,-2006,12,12,,15,10,7,,7,22,2,,13,-9,-2,,,-6,,,,,
,990,-3,-6,,-18,-7,5,,-21,-9,,,-14,-20,-16,,,-5,,,,,
,250,-10,8,,9,-4,8,,5,-16,-8,,-1,5,10,,,6,,,,,
,-1759,1,19,,18,15,14,,27,31,3,,27,11,13,,,6,,,,,
,-43,-1,-26,,-19,-7,7,,-13,-13,10,,1,-2,-3,,,4,,,,,
,85,1,-18,,-19,-15,-29,,-26,-23,-19,,-22,-6,-15,,,-6,,,,,
,58,,7,,16,20,2,,16,13,2,,11,19,3,,,,,,,,
,3073,-19,30,,14,3,14,,17,18,-2,,-8,7,12,,,2,,,,,
,-3523,19,-1,,-20,10,-7,,6,-15,5,,-2,-7,-4,,,,,,,,
,210,-3,-16,,9,-10,-2,,-21,-25,2,,1,-7,-9,,,-10,,,,,
,-275,4,,,14,-2,-7,,-12,14,-2,,,-6,5,,,9,,,,,
,188,-20,,,2,-11,5,,11,19,17,,-2,-7,2,,,,,,,,
,442,-12,5,,-14,8,-8,,3,-8,-4,,4,-5,-4,,,-9,,,,,
,-254,-2,-3,,-13,-1,-1,,-8,-13,-8,,-3,,-12,,,2,,,,,
,757,3,8,,18,15,14,,13,18,5,,3,12,-1,,,-6,,,,,
,-885,10,2,,2,-4,13,,5,15,6,,9,13,20,,,-1,,,,,
,298,-11,-14,,-16,-21,-17,,-10,-9,-16,,-2,-18,-9,,,2,,,,,
,750,11,2,,9,8,-16,,3,-21,1,,-10,-17,-2,,,18,,,,,
,-903,-17,8,,1,18,3,,17,4,1,,,14,1,,,-8,,,,,
,363,5,-20,,2,-8,15,,-23,-1,17,,5,8,-2,,,-5,,,,,
,-372,1,12,,2,-1,-7,,-7,2,-12,,-4,3,12,,,1,,,,,
,-93,1,7,,-11,,12,,3,9,-7,,3,,4,,,-3,,,,,
,368,-23,-14,,1,-2,-13,,9,-5,14,,-14,-1,-19,,,5,,,,,
,-307,22,10,,-2,-5,,,-10,2,-7,,,-2,2,,,-3,,,,,
,1800,-19,-7,,7,11,8,,8,4,-10,,22,15,24,,,5,,,,,
,-2177,-1,9,,9,-3,,,9,,,,-6,1,-2,,,1,,,,,
,905,,,,-7,-1,-1,,-8,-4,8,,-3,-11,-9,,,4,,,,,
,365,-10,-4,,-7,-2,1,,-4,1,10,,2,-17,-4,,,-12,,,,,
,480,-2,8,,5,1,-3,,6,-7,5,,-12,12,5,,,-3,,,,,
,-1348,12,1,,6,,10,,6,8,-8,,13,13,-2,,,5,,,,,
,-4,-10,-10,,-20,-13,-13,,-23,-11,-12,,-3,-14,-16,,,3,,,,,
,13,10,3,,,21,8,,6,7,7,,12,14,14,,,2,,,,,
,734,-10,11,,15,1,10,,17,10,-5,,-5,-1,3,,,-6,,,,,
,-1007,6,8,,6,-4,5,,-1,-10,3,,-3,-11,-4,,,12,,,,,
,622,-6,-11,,-8,-11,-16,,-6,-7,-2,,-12,9,2,,,-1,,,,,
,230,6,-22,,-15,-9,-26,,-12,-10,-10,,-1,-25,-2,,,-8,,,,,
,784,-12,14,,11,5,14,,5,8,11,,-9,10,-11,,,-1,,,,,
,-1682,7,15,,9,7,18,,5,17,10,,13,13,15,,,1,,,,,
,855,-28,-8,,,6,13,,14,-15,-14,,10,-1,3,,,9,,,,,
,-232,15,-7,,-7,9,-11,,3,7,10,,-8,4,-5,,,6,,,,,
,-113,9,-2,,-12,-9,-2,,-19,-12,-13,,,-3,3,,,-12,,,,,
,-361,1,,,16,-4,-5,,2,,1,,13,-1,-8,,,-2,,,,,
,2578,17,7,,-14,-3,-8,,,7,12,,-7,-3,3,,,-10,,,,,
,-2479,-27,6,,-3,-7,10,,1,11,-5,,4,-3,,,,1,,,,,
,-158,1,2,,14,13,3,,11,12,9,,7,-8,11,,,12,,,,,
,50,-1,-22,,2,-2,-10,,4,-8,-2,,-20,2,-8,,,-8,,,,,
,-40,-18,12,,5,,10,,3,5,2,,10,13,-1,,,5,,,,,
,517,18,-5,,-5,6,-8,,-5,-12,-4,,-1,-10,-13,,,-3,,,,,
,-49,,-5,,6,-15,2,,-15,-10,-13,,-5,-7,-1,,,-4,,,,,
,-319,-18,-20,,-16,-11,-2,,-15,-12,-10,,-18,-4,-8,,,7,,,,,
,189,,22,,-8,1,-17,,12,9,9,,-3,4,2,,,4,,,,,
,-145,,5,,13,3,1,,-3,-4,-6,,14,-1,-2,,,-11,,,,,
,-48,-24,-2,,8,2,19,,11,19,25,,-3,8,9,,,-7,,,,,
,1066,,2,,-2,13,-2,,20,9,-7,,4,18,10,,,6,,,,,
,-1373,24,5,,4,-5,2,,-17,-8,-5,,4,-15,-7,,,5,,,,,
,476,,-19,,1,-2,-8,,-13,-8,1,,2,-8,-4,,,-5,,,,,
,74,,11,,-3,6,3,,5,1,3,,3,7,11,,,7,,,,,
,1590,,-5,,-11,2,-10,,-4,1,-8,,-9,6,-11,,,5,,,,,
,-1919,-47,9,,18,7,25,,16,9,11,,9,,2,,,-8,,,,,
,332,23,-9,,-6,-17,-17,,-17,-5,-5,,-5,-6,10,,,3,,,,,
,-388,-18,-2,,-14,4,-10,,-7,2,,,-1,8,8,,,7,,,,,
,2613,-3,23,,13,16,15,,7,-12,7,,7,-3,1,,,1,,,,,
,-2880,,,,3,10,13,,20,10,-7,,18,-5,-2,,,-14,,,,,
,3206,,-7,,-1,7,2,,,-1,13,,-5,4,-8,,,-2,,,,,
,-2192,-1,-21,,-12,-30,-24,,-19,-10,-10,,-19,4,-10,,,7,,,,,
,-170,,5,,,-20,-20,,7,-10,-16,,-1,-13,1,,,-4,,,,,
,-289,,8,,6,12,23,,3,17,28,,15,4,2,,,6,,,,,
,-199,-13,9,,3,9,20,,9,15,8,,3,7,14,,,5,,,,,
,752,-1,10,,-6,8,-1,,-5,-7,-3,,1,12,2,,,-8,,,,,
,646,17,-14,,13,-6,-7,,3,1,-11,,-9,-12,6,,,-4,,,,,
,-1146,-30,-16,,-10,-15,-2,,-13,-16,-20,,-5,-8,-20,,,13,,,,,
,-352,26,9,,-5,9,-1,,-12,1,10,,7,3,8,,,-14,,,,,
,3,-9,14,,-6,13,7,,40,9,5,,12,4,-2,,,10,,,,,
,-155,4,2,,17,10,-3,,-2,-2,2,,-8,7,7,,,6,,,,,
,134,-23,-5,,-7,-22,-3,,-11,-4,-1,,-6,2,-13,,,,,,,,
,807,-1,-5,,-11,-3,-3,,-5,11,-13,,2,-16,-1,,,-5,,,,,
,-837,1,-11,,,2,-8,,-6,-17,3,,-14,-17,-6,,,-5,,,,,
,260,-1,6,,4,2,11,,11,6,8,,5,12,7,,,-8,,,,,
,1727,4,5,,-3,5,-2,,-6,1,-1,,-4,10,8,,,,,,,,
,-1835,6,5,,21,6,-2,,5,15,5,,17,15,6,,,5,,,,,
,447,-9,-5,,-7,-5,-15,,-21,-5,-2,,9,-8,-9,,,5,,,,,
,-242,-14,5,,-5,2,27,,2,-18,-16,,-6,-5,6,,,8,,,,,
,-122,14,,,-10,-12,-8,,21,1,17,,-12,-1,-3,,,-8,,,,,
,-39,-26,-8,,12,-5,2,,-3,25,1,,1,4,-2,,,2,,,,,
,-17,25,8,,-5,9,4,,-5,6,8,,17,-1,4,,,8,,,,,
,70,-26,-19,,-9,-12,-26,,-8,-21,-22,,-13,-17,-15,,,-11,,,,,
,325,-6,-1,,,-4,6,,-1,-21,1,,-23,-6,-6,,,-1,,,,,
,575,18,15,,15,6,9,,9,25,21,,4,20,19,,,12,,,,,
,-65,-9,-21,,-9,-2,-12,,-8,6,-16,,5,-22,-7,,,-2,,,,,
,-724,-3,11,,4,11,9,,1,-15,-22,,3,14,,,,-11,,,,,
,-376,-16,6,,-6,4,12,,4,4,8,,3,7,-5,,,,,,,,
,515,15,4,,-1,-5,-2,,1,-2,21,,3,5,4,,,6,,,,,
,-296,-5,10,,8,-1,-6,,10,4,3,,6,-8,1,,,-8,,,,,
,-330,-9,,,8,2,4,,-8,9,-1,,,-6,9,,,-2,,,,,
,966,13,-15,,5,8,-11,,-7,-12,6,,1,9,-5,,,4,,,,,
,-717,-1,-7,,,-2,12,,11,4,1,,-5,,-2,,,1,,,,,
,-96,-13,1,,-25,-30,-6,,-17,-8,-17,,-12,1,-16,,,-3,,,,,
,161,-17,2,,25,26,10,,12,11,4,,15,12,8,,,2,,,,,
,2242,25,17,,21,8,1,,3,-1,-11,,-1,-2,15,,,-3,,,,,
,-2275,-27,-5,,-20,-8,-17,,-4,-2,-6,,-13,-6,3,,,-7,,,,,
,3011,1,3,,-12,,9,,2,2,15,,5,-2,1,,,10,,,,,
,-3262,19,,,2,-7,-7,,,3,-1,,4,,4,,,3,,,,,
,2356,-3,-3,,5,8,13,,1,-3,14,,6,-3,-7,,,-4,,,,,
,-2219,-1,,,2,4,6,,7,1,-1,,2,4,-12,,,9,,,,,
,1208,-17,4,,,-12,-10,,-5,12,3,,12,-8,14,,,2,,,,,
,-845,1,-21,,-15,-7,-7,,-2,-13,-8,,-10,2,-1,,,-3,,,,,
,-234,1,9,,-5,14,15,,-5,-1,-5,,-7,-1,-5,,,-1,,,,,
,-380,,13,,13,5,7,,12,7,19,,-3,1,6,,,4,,,,,
,1084,4,8,,-6,-4,3,,1,15,-11,,4,9,3,,,-8,,,,,
,-680,-6,-3,,13,-4,-25,,6,-13,-19,,11,-1,-5,,,14,,,,,
,168,1,-7,,6,-5,12,,-5,-8,2,,-7,-3,10,,,-5,,,,,
,66,-18,-18,,-20,,-19,,-17,-20,12,,-18,-13,-16,,,-9,,,,,
,-112,2,-3,,1,10,5,,-1,11,-11,,6,5,-13,,,-1,,,,,
,1123,-1,13,,,2,3,,-2,13,1,,10,3,11,,,-2,,,,,
,-1054,1,8,,15,6,15,,18,4,23,,13,29,13,,,2,,,,,
,-186,16,,,-6,,,,-7,-10,-10,,-11,-24,-9,,,-3,,,,,
,168,-17,-5,,-4,-15,-23,,-13,-7,-14,,-19,-10,-8,,,1,,,,,
,-796,-25,18,,6,7,15,,15,11,12,,19,3,6,,,11,,,,,
,307,-2,-19,,3,1,-6,,2,-9,-11,,-6,-13,-3,,,-5,,,,,
,430,4,-14,,-11,-15,-7,,-9,-7,-10,,-11,,-3,,,4,,,,,
,-558,25,5,,15,9,8,,11,21,11,,12,9,8,,,-8,,,,,
,696,-28,-10,,-25,5,-9,,-19,-19,-7,,-7,-12,-14,,,-10,,,,,
,-526,26,15,,7,1,24,,9,-3,13,,9,20,20,,,12,,,,,
,2833,-1,14,,15,,-1,,3,16,10,,2,-7,-5,,,1,,,,,
,-2878,2,-8,,-15,-11,-13,,-17,-10,-10,,-6,-13,-5,,,6,,,,,
,2420,-8,-4,,-10,,3,,-3,-11,-7,,-5,13,-3,,,1,,,,,
,-1137,-39,-1,,,8,1,,14,6,-1,,-9,,-10,,,-12,,,,,
,4948,-2,9,,13,2,-10,,,13,5,,16,7,17,,,-1,,,,,
,-3640,5,7,,12,5,12,,20,5,10,,17,1,14,,,-9,,,,,
,-2430,23,-11,,-2,-2,,,-14,1,1,,-9,-4,-8,,,2,,,,,
,-339,-7,-5,,-21,-6,7,,-11,-14,-18,,-20,6,-10,,,2,,,,,
,720,-17,2,,6,8,-1,,10,2,-2,,-2,-5,-15,,,5,,,,,
,-272,1,-19,,2,-24,-14,,-5,-3,,,12,-10,,,,5,,,,,
,112,-11,24,,-4,21,6,,20,16,7,,13,15,23,,,5,,,,,
,-119,9,5,,15,-4,-1,,7,-1,14,,2,2,4,,,2,,,,,
,-184,,-5,,,1,-21,,-24,2,-2,,-8,-13,-2,,,-10,,,,,
,3,-26,2,,4,14,18,,11,3,5,,,21,,,,-1,,,,,
,118,26,12,,15,-2,15,,15,,1,,7,1,5,,,14,,,,,
,3987,-26,,,-9,-11,8,,-1,4,-1,,-4,4,14,,,-1,,,,,
,-2796,31,-27,,-30,-15,-25,,-12,-14,-27,,-18,-31,-31,,,-6,,,,,
,-1480,-31,-4,,-8,-2,-26,,-18,-10,3,,2,,-4,,,2,,,,,
,388,16,14,,18,18,12,,3,6,18,,,23,10,,,9,,,,,
,801,-2,12,,16,4,10,,-3,7,-4,,6,8,8,,,-6,,,,,
,1943,-1,-7,,-6,,13,,10,16,11,,12,-1,10,,,-10,,,,,
,-3244,-23,-4,,-13,-9,-6,,4,-19,-7,,-11,-25,-6,,,2,,,,,
,414,-5,-12,,2,-14,-18,,-11,-20,-18,,-12,-5,-27,,,-6,,,,,
,417,10,10,,18,19,14,,5,6,13,,15,7,-1,,,-1,,,,,
,-212,-10,-9,,-8,-2,-8,,,1,4,,-5,-9,4,,,11,,,,,
,151,-1,10,,-4,3,9,,3,23,-5,,5,18,8,,,-2,,,,,
,-363,13,-10,,-11,-12,-1,,-15,-9,-22,,-15,-5,-7,,,-3,,,,,
,-58,1,,,20,-5,-4,,-1,-2,-1,,-5,-3,2,,,-4,,,,,
,-57,-32,10,,20,25,-2,,15,14,38,,24,12,6,,,-7,,,,,
,1428,-1,4,,-14,9,13,,6,1,2,,8,4,2,,,12,,,,,
,-1917,-2,-7,,-7,-7,-1,,2,-12,-17,,-12,-20,5,,,5,,,,,
,557,22,12,,9,1,-5,,-3,-2,9,,-5,5,4,,,3,,,,,
,2489,-17,-12,,-30,-23,-20,,-12,-24,-19,,-15,1,-14,,,-8,,,,,
,-825,-8,18,,11,13,21,,8,29,18,,25,8,12,,,-5,,,,,
,-2284,-9,-10,,,8,8,,4,9,2,,1,2,-2,,,,,,,,
,873,11,17,,10,4,2,,,4,-4,,-3,,2,,,-3,,,,,
,-176,2,-6,,-4,-2,-3,,-5,-11,8,,5,7,-5,,,5,,,,,
,-240,-2,-9,,-1,-14,3,,8,-7,-2,,6,-4,,,,8,,,,,
,-203,1,-17,,-12,-11,-10,,-7,3,-19,,-17,-10,-8,,,-2,,,,,
,828,,-16,,-7,-2,-18,,-18,-15,,,-12,-22,-18,,,-7,,,,,
,-175,16,21,,16,4,,,-3,8,-1,,7,10,4,,,4,,,,,
,-406,-17,-3,,-14,-4,5,,11,5,15,,-12,5,12,,,1,,,,,
,-349,-15,7,,11,5,6,,9,-12,-7,,25,2,12,,,2,,,,,
,631,15,,,2,12,4,,-4,8,-2,,9,-3,-7,,,-8,,,,,
,755,-4,-5,,11,12,7,,-5,-4,8,,-12,24,13,,,6,,,,,
,1151,-11,8,,-6,-12,2,,3,7,-8,,-1,-8,-1,,,5,,,,,
,-2272,5,-10,,-15,-14,-2,,3,8,9,,-5,-4,-15,,,-3,,,,,
,378,6,4,,-3,-1,-8,,-1,-5,3,,-3,-4,,,,1,,,,,
,374,,-2,,11,13,6,,4,-5,2,,2,2,5,,,4,,,,,
,-151,-11,-5,,-2,-21,-5,,-17,-7,-7,,-13,-15,,,,-5,,,,,
,-500,16,-3,,-1,10,-6,,-1,-1,-10,,-6,8,-12,,,-1,,,,,
,543,-11,3,,-15,10,-6,,-7,-5,-7,,13,-10,-2,,,1,,,,,
,120,11,6,,9,-13,10,,9,-2,8,,-11,3,-1,,,10,,,,,
,1931,,17,,21,9,24,,16,34,2,,13,19,12,,,-10,,,,,
,-3170,-11,-1,,-2,17,-8,,8,11,14,,10,5,6,,,-11,,,,,
,335,-18,-8,,-5,-2,1,,8,-10,-2,,1,-15,2,,,-3,,,,,
,-19,,-14,,-1,-8,-7,,-10,-18,-13,,9,-14,,,,3,,,,,
,337,,-11,,-12,-16,-11,,-10,-15,-11,,-8,13,-18,,,-1,,,,,
,-342,17,17,,11,-5,-1,,6,1,11,,-6,6,8,,,14,,,,,
,754,-13,-8,,7,9,-2,,-11,1,8,,8,-4,6,,,1,,,,,
,349,-9,17,,2,8,19,,14,8,-2,,3,10,-1,,,2,,,,,
,-442,5,8,,-12,4,-3,,,-5,-8,,-13,-3,8,,,-10,,,,,
,-572,,-16,,-8,-11,-12,,-13,-9,8,,13,-7,-2,,,,,,,,
,-816,1,-14,,-4,13,9,,3,10,12,,-3,-4,-5,,,-6,,,,,
,1503,-26,5,,-4,-10,-1,,1,1,-12,,-17,-1,-6,,,5,,,,,
,1862,26,20,,23,14,4,,12,9,2,,8,1,6,,,13,,,,,
,2165,,-7,,3,-2,-1,,-10,3,-2,,5,3,15,,,-5,,,,,
,-3625,-8,-15,,-9,-6,-7,,-14,-4,4,,,11,-5,,,-3,,,,,
,-1174,-26,-9,,-7,,-4,,8,6,-5,,-6,-16,-3,,,-19,,,,,
,178,1,18,,7,-1,3,,-1,-5,-9,,-1,2,-3,,,12,,,,,
,2551,,18,,6,11,16,,20,9,15,,25,11,5,,,10,,,,,
,-3005,26,-10,,7,-13,-4,,,-13,-17,,-14,-8,-15,,,1,,,,,
,1530,-19,-12,,-6,-5,-3,,-15,-3,-7,,-16,-12,-4,,,-3,,,,,
,-1048,-18,20,,9,14,-10,,,5,13,,8,14,11,,,-8,,,,,
,333,18,-10,,-17,11,8,,-10,2,-2,,,3,8,,,-10,,,,,
,-183,,10,,-2,,14,,10,8,8,,4,,-11,,,8,,,,,
,-316,-7,1,,7,-9,,,16,-3,-3,,,6,-2,,,2,,,,,
,166,,7,,17,4,-7,,20,14,8,,3,7,21,,,3,,,,,
,166,,-15,,-22,-13,-8,,-32,-29,-1,,-10,-15,-3,,,-3,,,,,
,-464,-11,-16,,-8,-1,-7,,-12,-8,-8,,,-8,-15,,,-2,,,,,
,372,10,3,,16,2,10,,9,11,-2,,6,,1,,,-1,,,,,
,-313,-9,23,,7,-3,13,,15,9,1,,14,18,-3,,,-5,,,,,
,138,-21,-8,,-17,-19,-15,,-21,-14,-14,,-20,-33,-7,,,16,,,,,
,419,,1,,26,19,4,,2,3,26,,9,19,15,,,4,,,,,
,-90,-11,-1,,-3,8,9,,12,1,3,,-5,7,-2,,,,,,,,
,428,28,-6,,-11,10,-14,,-5,18,,,3,-16,4,,,-12,,,,,
,-479,-17,,,-11,-20,-5,,2,-11,-7,,-5,1,-12,,,-1,,,,,
,355,-15,2,,7,-4,4,,4,4,-9,,5,14,16,,,-3,,,,,
,-567,15,-12,,-11,-2,-10,,-17,-7,1,,-3,7,-7,,,2,,,,,
,2860,,-2,,-10,6,-8,,-19,4,-1,,-8,-11,-9,,,10,,,,,
,-2660,,19,,11,15,7,,16,-1,-1,,3,-10,4,,,,,,,,
,21,,3,,2,-10,,,-2,-3,-5,,5,2,1,,,7,,,,,
,81,,-11,,-12,-6,-10,,1,-4,9,,4,,-3,,,-7,,,,,
,-466,,-7,,14,3,16,,6,12,8,,-11,10,,,,6,,,,,
,696,-35,-4,,9,3,9,,-3,-7,-10,,7,-12,5,,,-9,,,,,
,1390,3,5,,-4,-11,-1,,3,-5,-12,,-10,-8,-10,,,-7,,,,,
,-1946,13,-15,,-13,-2,-2,,-13,-3,-5,,-7,-3,-17,,,-6,,,,,
,152,-12,13,,-1,7,4,,4,5,14,,7,18,12,,,6,,,,,
