Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Cz (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,758,,,,,,,,,,,,,,,,,10,,,,,
,1094,,,,,,,,,-8,,,,,,,,-12,,,,,
,1602,10,,,,,,,,-2,,,,,,,,-5,,,,,
,-2608,-10,,,,,,,,4,,,,,,,,11,,,,,
,-397,-26,,,,,,,,10,,,,,,,,13,,,,,
,2670,4,,,,,,,,-9,,,,,,,,-11,,,,,
,-3239,22,,,,,,,,-8,,,,,,,,-1,,,,,
,87,,,,,,,,,7,,,,,,,,1,,,,,
,423,1,,,,,,,,2,,,,,,,,14,,,,,
,2924,-35,,,,,,,,11,,,,,,,,-14,,,,,
,-3484,9,,,,,,,,8,,,,,,,,-1,,,,,
,651,-19,,,,,,,,-8,,,,,,,,-1,,,,,
,657,-1,,,,,,,,-7,,,,,,,,4,,,,,
,-829,2,,,,,,,,7,,,,,,,,6,,,,,
,1589,-1,,,,,,,,9,,,,,,,,-4,,,,,
,-1517,-11,,,,,,,,-13,,,,,,,,-15,,,,,
,-198,9,,,,,,,,-4,,,,,,,,10,,,,,
,546,1,,,,,,,,7,,,,,,,,,,,,,
,-941,-29,,,,,,,,-9,,,,,,,,6,,,,,
,318,3,,,,,,,,13,,,,,,,,-6,,,,,
,536,-4,,,,,,,,-22,,,,,,,,3,,,,,
,-558,17,,,,,,,,12,,,,,,,,11,,,,,
,109,-18,,,,,,,,3,,,,,,,,-12,,,,,
,75,-14,,,,,,,,-1,,,,,,,,2,,,,,
,34,4,,,,,,,,-7,,,,,,,,-3,,,,,
,298,11,,,,,,,,-6,,,,,,,,1,,,,,
,1739,-2,,,,,,,,4,,,,,,,,4,,,,,
,1425,-25,,,,,,,,-1,,,,,,,,4,,,,,
,-2747,16,,,,,,,,-7,,,,,,,,-15,,,,,
,-582,-1,,,,,,,,13,,,,,,,,-2,,,,,
,-193,-17,,,,,,,,5,,,,,,,,5,,,,,
,-961,-5,,,,,,,,-5,,,,,,,,-2,,,,,
,714,,,,,,,,,-7,,,,,,,,-9,,,,,
,29,17,,,,,,,,6,,,,,,,,-7,,,,,
,575,-17,,,,,,,,10,,,,,,,,10,,,,,
,-171,4,,,,,,,,-5,,,,,,,,13,,,,,
,-351,-15,,,,,,,,-4,,,,,,,,-7,,,,,
,387,6,,,,,,,,-4,,,,,,,,-6,,,,,
,301,-11,,,,,,,,,,,,,,,,,,,,,
,137,,,,,,,,,10,,,,,,,,14,,,,,
,-771,12,,,,,,,,1,,,,,,,,-6,,,,,
,84,-2,,,,,,,,-5,,,,,,,,5,,,,,
,-136,3,,,,,,,,3,,,,,,,,5,,,,,
,253,-7,,,,,,,,2,,,,,,,,-13,,,,,
,447,,,,,,,,,-14,,,,,,,,1,,,,,
,1213,-19,,,,,,,,-3,,,,,,,,10,,,,,
,-1898,10,,,,,,,,9,,,,,,,,8,,,,,
,669,-8,,,,,,,,-10,,,,,,,,-12,,,,,
,-832,19,,,,,,,,,,,,,,,,-6,,,,,
,659,-20,,,,,,,,23,,,,,,,,-10,,,,,
,2231,1,,,,,,,,-2,,,,,,,,4,,,,,
,-2755,,,,,,,,,-14,,,,,,,,10,,,,,
,199,,,,,,,,,-1,,,,,,,,7,,,,,
,662,1,,,,,,,,6,,,,,,,,-1,,,,,
,-931,-2,,,,,,,,8,,,,,,,,-6,,,,,
,220,-32,,,,,,,,,,,,,,,,10,,,,,
,62,33,,,,,,,,-12,,,,,,,,-2,,,,,
,357,-33,,,,,,,,17,,,,,,,,-8,,,,,
,-392,-11,,,,,,,,-10,,,,,,,,3,,,,,
,-335,-3,,,,,,,,6,,,,,,,,3,,,,,
,811,22,,,,,,,,-9,,,,,,,,-2,,,,,
,-542,-4,,,,,,,,-2,,,,,,,,1,,,,,
,738,-4,,,,,,,,10,,,,,,,,-10,,,,,
,-92,,,,,,,,,-7,,,,,,,,5,,,,,
,-198,-11,,,,,,,,-12,,,,,,,,-15,,,,,
,-85,,,,,,,,,16,,,,,,,,9,,,,,
,-254,-20,,,,,,,,1,,,,,,,,-1,,,,,
,-29,17,,,,,,,,-2,,,,,,,,-4,,,,,
,18,-27,,,,,,,,3,,,,,,,,20,,,,,
,488,10,,,,,,,,-1,,,,,,,,-5,,,,,
,-868,,,,,,,,,-4,,,,,,,,,,,,,
,2224,,,,,,,,,-4,,,,,,,,-11,,,,,
,-1884,-26,,,,,,,,7,,,,,,,,1,,,,,
,-369,24,,,,,,,,2,,,,,,,,12,,,,,
,-53,-8,,,,,,,,11,,,,,,,,-3,,,,,
,795,-22,,,,,,,,3,,,,,,,,-8,,,,,
,-309,1,,,,,,,,-18,,,,,,,,-2,,,,,
,-431,-13,,,,,,,,6,,,,,,,,3,,,,,
,997,-1,,,,,,,,15,,,,,,,,8,,,,,
,2115,19,,,,,,,,-5,,,,,,,,-1,,,,,
,-3119,-5,,,,,,,,-8,,,,,,,,-5,,,,,
,-60,-9,,,,,,,,-7,,,,,,,,-2,,,,,
,1087,-4,,,,,,,,-3,,,,,,,,9,,,,,
,-943,,,,,,,,,-2,,,,,,,,-7,,,,,
,746,-18,,,,,,,,11,,,,,,,,-5,,,,,
,-381,18,,,,,,,,-2,,,,,,,,17,,,,,
,242,-9,,,,,,,,-13,,,,,,,,-12,,,,,
,-849,-8,,,,,,,,-1,,,,,,,,2,,,,,
,232,-9,,,,,,,,15,,,,,,,,6,,,,,
,112,-1,,,,,,,,5,,,,,,,,-5,,,,,
,3057,,,,,,,,,-11,,,,,,,,4,,,,,
,-3185,-1,,,,,,,,-2,,,,,,,,,,,,,
,-106,11,,,,,,,,-2,,,,,,,,,,,,,
,1438,-30,,,,,,,,,,,,,,,,-6,,,,,
,-929,18,,,,,,,,11,,,,,,,,6,,,,,
,-412,-12,,,,,,,,1,,,,,,,,-2,,,,,
,562,-6,,,,,,,,-19,,,,,,,,-10,,,,,
,333,1,,,,,,,,-1,,,,,,,,3,,,,,
,-675,4,,,,,,,,8,,,,,,,,-4,,,,,
,427,-5,,,,,,,,-8,,,,,,,,9,,,,,
,2274,,,,,,,,,7,,,,,,,,2,,,,,
,-2658,-9,,,,,,,,16,,,,,,,,-2,,,,,
,235,-28,,,,,,,,7,,,,,,,,-5,,,,,
,272,27,,,,,,,,-11,,,,,,,,7,,,,,
,-400,-22,,,,,,,,11,,,,,,,,-5,,,,,
,3051,4,,,,,,,,-9,,,,,,,,-6,,,,,
,-2873,-17,,,,,,,,-28,,,,,,,,-1,,,,,
,-427,,,,,,,,,12,,,,,,,,5,,,,,
,2457,13,,,,,,,,13,,,,,,,,,,,,,
,-3436,-13,,,,,,,,-3,,,,,,,,-1,,,,,
,557,3,,,,,,,,-5,,,,,,,,-5,,,,,
,1085,,,,,,,,,-11,,,,,,,,13,,,,,
,-759,1,,,,,,,,-6,,,,,,,,-3,,,,,
,-125,-17,,,,,,,,22,,,,,,,,-3,,,,,
,1219,47,,,,,,,,-3,,,,,,,,-9,,,,,
,-1409,-52,,,,,,,,3,,,,,,,,4,,,,,
,702,-14,,,,,,,,-4,,,,,,,,8,,,,,
,-535,1,,,,,,,,-13,,,,,,,,-2,,,,,
,681,13,,,,,,,,13,,,,,,,,8,,,,,
,-913,,,,,,,,,14,,,,,,,,4,,,,,
,1120,-13,,,,,,,,-20,,,,,,,,1,,,,,
,-556,3,,,,,,,,3,,,,,,,,-8,,,,,
,792,-3,,,,,,,,7,,,,,,,,-6,,,,,
,-826,-13,,,,,,,,-10,,,,,,,,-1,,,,,
,332,-4,,,,,,,,-10,,,,,,,,-2,,,,,
,-684,,,,,,,,,2,,,,,,,,2,,,,,
,391,-13,,,,,,,,4,,,,,,,,2,,,,,
,622,13,,,,,,,,9,,,,,,,,,,,,,
,-586,,,,,,,,,15,,,,,,,,-2,,,,,
,-705,,,,,,,,,-18,,,,,,,,2,,,,,
,869,-13,,,,,,,,-2,,,,,,,,-1,,,,,
,286,-19,,,,,,,,3,,,,,,,,13,,,,,
,219,-3,,,,,,,,-7,,,,,,,,-1,,,,,
,-1498,25,,,,,,,,12,,,,,,,,-8,,,,,
,843,-30,,,,,,,,-3,,,,,,,,-3,,,,,
,-532,5,,,,,,,,-1,,,,,,,,-1,,,,,
,479,4,,,,,,,,-11,,,,,,,,2,,,,,
,-129,10,,,,,,,,13,,,,,,,,-1,,,,,
,-346,-20,,,,,,,,-2,,,,,,,,-11,,,,,
,407,2,,,,,,,,1,,,,,,,,17,,,,,
,3050,-47,,,,,,,,,,,,,,,,4,,,,,
,-1424,1,,,,,,,,,,,,,,,,-3,,,,,
,-1691,46,,,,,,,,-13,,,,,,,,6,,,,,
,-169,-15,,,,,,,,11,,,,,,,,-16,,,,,
,231,,,,,,,,,4,,,,,,,,,,,,,
,,-43,,,,,,,,-5,,,,,,,,-1,,,,,
,458,13,,,,,,,,,,,,,,,,2,,,,,
,-914,-1,,,,,,,,8,,,,,,,,5,,,,,
,480,-10,,,,,,,,8,,,,,,,,2,,,,,
,-317,1,,,,,,,,-1,,,,,,,,-4,,,,,
,-228,-1,,,,,,,,-2,,,,,,,,6,,,,,
,218,-2,,,,,,,,-2,,,,,,,,1,,,,,
,-27,3,,,,,,,,-6,,,,,,,,-7,,,,,
,-3,-2,,,,,,,,-9,,,,,,,,-6,,,,,
,-244,-14,,,,,,,,9,,,,,,,,11,,,,,
,368,-18,,,,,,,,-12,,,,,,,,-1,,,,,
,3268,3,,,,,,,,11,,,,,,,,-10,,,,,
,-3043,20,,,,,,,,-1,,,,,,,,3,,,,,
,-620,-22,,,,,,,,9,,,,,,,,7,,,,,
,1128,2,,,,,,,,2,,,,,,,,7,,,,,
,-1159,-21,,,,,,,,1,,,,,,,,-2,,,,,
,257,1,,,,,,,,-9,,,,,,,,,,,,,
,29,-1,,,,,,,,-5,,,,,,,,-18,,,,,
,335,-11,,,,,,,,4,,,,,,,,13,,,,,
,256,12,,,,,,,,5,,,,,,,,-1,,,,,
,-95,-1,,,,,,,,-12,,,,,,,,-4,,,,,
,278,2,,,,,,,,-14,,,,,,,,6,,,,,
,-88,-12,,,,,,,,6,,,,,,,,3,,,,,
,-591,11,,,,,,,,25,,,,,,,,-4,,,,,
,183,-12,,,,,,,,9,,,,,,,,3,,,,,
,-843,-22,,,,,,,,-6,,,,,,,,,,,,,
,552,3,,,,,,,,-5,,,,,,,,-20,,,,,
,-71,18,,,,,,,,2,,,,,,,,10,,,,,
,2214,-19,,,,,,,,-12,,,,,,,,7,,,,,
,-2591,10,,,,,,,,14,,,,,,,,-2,,,,,
,580,-20,,,,,,,,-5,,,,,,,,2,,,,,
,-354,10,,,,,,,,-16,,,,,,,,-8,,,,,
,584,-10,,,,,,,,-5,,,,,,,,4,,,,,
,-579,1,,,,,,,,,,,,,,,,9,,,,,
,-208,-22,,,,,,,,2,,,,,,,,-8,,,,,
,-65,,,,,,,,,3,,,,,,,,-2,,,,,
,754,4,,,,,,,,-8,,,,,,,,2,,,,,
,346,-14,,,,,,,,4,,,,,,,,-12,,,,,
,-434,-3,,,,,,,,8,,,,,,,,10,,,,,
,-56,4,,,,,,,,12,,,,,,,,-9,,,,,
,-397,-1,,,,,,,,4,,,,,,,,,,,,,
,834,9,,,,,,,,-13,,,,,,,,14,,,,,
,-958,-9,,,,,,,,-3,,,,,,,,2,,,,,
,746,-20,,,,,,,,-4,,,,,,,,1,,,,,
,582,4,,,,,,,,25,,,,,,,,-11,,,,,
,-926,-4,,,,,,,,-10,,,,,,,,5,,,,,
,2052,-11,,,,,,,,-19,,,,,,,,4,,,,,
,-2294,-2,,,,,,,,13,,,,,,,,-16,,,,,
,1160,12,,,,,,,,10,,,,,,,,5,,,,,
,-694,-10,,,,,,,,-1,,,,,,,,7,,,,,
,1641,1,,,,,,,,11,,,,,,,,2,,,,,
,-2372,11,,,,,,,,-3,,,,,,,,-9,,,,,
,532,7,,,,,,,,-16,,,,,,,,-8,,,,,
,150,-39,,,,,,,,-5,,,,,,,,8,,,,,
,2919,,,,,,,,,10,,,,,,,,12,,,,,
,-3310,3,,,,,,,,-5,,,,,,,,2,,,,,
,83,-14,,,,,,,,-6,,,,,,,,-1,,,,,
,143,12,,,,,,,,12,,,,,,,,,,,,,
,300,-1,,,,,,,,9,,,,,,,,-4,,,,,
,296,-10,,,,,,,,-13,,,,,,,,-2,,,,,
,-39,12,,,,,,,,-5,,,,,,,,-2,,,,,
,-600,-13,,,,,,,,2,,,,,,,,5,,,,,
,4661,,,,,,,,,2,,,,,,,,-5,,,,,
,-3327,27,,,,,,,,-1,,,,,,,,12,,,,,
,-1652,-25,,,,,,,,5,,,,,,,,-9,,,,,
,486,-4,,,,,,,,-5,,,,,,,,-21,,,,,
,-51,-29,,,,,,,,-2,,,,,,,,19,,,,,
,827,12,,,,,,,,4,,,,,,,,3,,,,,
,-124,1,,,,,,,,-2,,,,,,,,1,,,,,
,-687,-22,,,,,,,,4,,,,,,,,-9,,,,,
,3751,-5,,,,,,,,-10,,,,,,,,4,,,,,
,-3677,-5,,,,,,,,2,,,,,,,,-3,,,,,
,-717,-2,,,,,,,,-4,,,,,,,,6,,,,,
,-311,2,,,,,,,,7,,,,,,,,-8,,,,,
,969,-13,,,,,,,,3,,,,,,,,-2,,,,,
,-1006,1,,,,,,,,-3,,,,,,,,6,,,,,
,1303,11,,,,,,,,10,,,,,,,,9,,,,,
,-251,-10,,,,,,,,-15,,,,,,,,-6,,,,,
,-132,10,,,,,,,,-9,,,,,,,,1,,,,,
,1658,-9,,,,,,,,10,,,,,,,,-5,,,,,
,-2118,9,,,,,,,,-3,,,,,,,,-5,,,,,
,790,-10,,,,,,,,3,,,,,,,,,,,,,
,-842,1,,,,,,,,7,,,,,,,,1,,,,,
,6,,,,,,,,,7,,,,,,,,1,,,,,
,203,-20,,,,,,,,-8,,,,,,,,16,,,,,
,-204,-11,,,,,,,,-4,,,,,,,,1,,,,,
,911,12,,,,,,,,-2,,,,,,,,,,,,,
,-207,-12,,,,,,,,,,,,,,,,-2,,,,,
,-375,-1,,,,,,,,22,,,,,,,,-3,,,,,
,-196,1,,,,,,,,-4,,,,,,,,-3,,,,,
,-169,-1,,,,,,,,-16,,,,,,,,-3,,,,,
,397,-19,,,,,,,,-5,,,,,,,,-8,,,,,
,168,,,,,,,,,-3,,,,,,,,5,,,,,
,108,-11,,,,,,,,12,,,,,,,,2,,,,,
,-55,11,,,,,,,,,,,,,,,,5,,,,,
,260,-9,,,,,,,,-5,,,,,,,,-7,,,,,
,-333,11,,,,,,,,,,,,,,,,-1,,,,,
,-69,-12,,,,,,,,9,,,,,,,,3,,,,,
,-1,10,,,,,,,,2,,,,,,,,8,,,,,
,2876,-11,,,,,,,,-13,,,,,,,,5,,,,,
,-3762,-21,,,,,,,,-11,,,,,,,,-5,,,,,
,1600,21,,,,,,,,1,,,,,,,,-3,,,,,
,-1120,-20,,,,,,,,6,,,,,,,,-2,,,,,
,-454,-1,,,,,,,,-3,,,,,,,,9,,,,,
,595,-10,,,,,,,,7,,,,,,,,-4,,,,,
,1023,1,,,,,,,,11,,,,,,,,-11,,,,,
,-1357,10,,,,,,,,-10,,,,,,,,5,,,,,
,703,-10,,,,,,,,-5,,,,,,,,-7,,,,,
,1360,9,,,,,,,,21,,,,,,,,1,,,,,
,-1049,-16,,,,,,,,4,,,,,,,,4,,,,,
,-730,12,,,,,,,,-21,,,,,,,,1,,,,,
,124,-11,,,,,,,,-4,,,,,,,,7,,,,,
,807,-16,,,,,,,,14,,,,,,,,-1,,,,,
,-1118,-3,,,,,,,,-2,,,,,,,,-12,,,,,
,1053,22,,,,,,,,-5,,,,,,,,2,,,,,
,-751,-9,,,,,,,,3,,,,,,,,-3,,,,,
,3122,12,,,,,,,,6,,,,,,,,1,,,,,
,-3026,-12,,,,,,,,-9,,,,,,,,,,,,,
,-440,-18,,,,,,,,-3,,,,,,,,-1,,,,,
,766,18,,,,,,,,3,,,,,,,,4,,,,,
,1251,-13,,,,,,,,10,,,,,,,,-8,,,,,
,-1859,-5,,,,,,,,-8,,,,,,,,-4,,,,,
,604,-26,,,,,,,,-2,,,,,,,,15,,,,,
,-90,27,,,,,,,,-5,,,,,,,,-7,,,,,
,-166,-1,,,,,,,,-9,,,,,,,,6,,,,,
,931,-24,,,,,,,,-3,,,,,,,,11,,,,,
,-1423,-22,,,,,,,,-5,,,,,,,,4,,,,,
,-182,2,,,,,,,,15,,,,,,,,-7,,,,,
,2572,3,,,,,,,,10,,,,,,,,-10,,,,,
,-2645,-15,,,,,,,,2,,,,,,,,-5,,,,,
,571,1,,,,,,,,-6,,,,,,,,-4,,,,,
,401,8,,,,,,,,7,,,,,,,,14,,,,,
,145,2,,,,,,,,1,,,,,,,,-1,,,,,
,122,-2,,,,,,,,-2,,,,,,,,-5,,,,,
,-870,-12,,,,,,,,-3,,,,,,,,5,,,,,
,234,3,,,,,,,,15,,,,,,,,-5,,,,,
,698,-12,,,,,,,,-15,,,,,,,,6,,,,,
,6,-9,,,,,,,,-11,,,,,,,,,,,,,
,-1129,21,,,,,,,,11,,,,,,,,-2,,,,,
,722,-20,,,,,,,,2,,,,,,,,1,,,,,
,339,-10,,,,,,,,-4,,,,,,,,4,,,,,
,-248,10,,,,,,,,-4,,,,,,,,-3,,,,,
,-468,-14,,,,,,,,-5,,,,,,,,-19,,,,,
,152,16,,,,,,,,7,,,,,,,,4,,,,,
,201,-2,,,,,,,,7,,,,,,,,17,,,,,
,-226,-11,,,,,,,,3,,,,,,,,-4,,,,,
,-8,-22,,,,,,,,-5,,,,,,,,,,,,,
,-423,1,,,,,,,,2,,,,,,,,12,,,,,
,-574,1,,,,,,,,2,,,,,,,,-15,,,,,
,1581,-14,,,,,,,,-4,,,,,,,,,,,,,
,-1381,13,,,,,,,,-13,,,,,,,,4,,,,,
,952,-9,,,,,,,,3,,,,,,,,3,,,,,
,-636,14,,,,,,,,,,,,,,,,,,,,,
,239,-4,,,,,,,,9,,,,,,,,-4,,,,,
,-141,-29,,,,,,,,5,,,,,,,,7,,,,,
,1639,3,,,,,,,,-12,,,,,,,,-6,,,,,
,782,-5,,,,,,,,-7,,,,,,,,-2,,,,,
,-1537,5,,,,,,,,12,,,,,,,,,,,,,
,-1281,-4,,,,,,,,7,,,,,,,,-6,,,,,
,545,1,,,,,,,,-4,,,,,,,,5,,,,,
,-368,,,,,,,,,-1,,,,,,,,7,,,,,
,2600,,,,,,,,,-5,,,,,,,,4,,,,,
,-1897,-18,,,,,,,,3,,,,,,,,-3,,,,,
,14,17,,,,,,,,-6,,,,,,,,-5,,,,,
,-635,-15,,,,,,,,-4,,,,,,,,-2,,,,,
,3526,15,,,,,,,,1,,,,,,,,-4,,,,,
,-3219,-7,,,,,,,,17,,,,,,,,3,,,,,
,-193,8,,,,,,,,,,,,,,,,1,,,,,
,273,-42,,,,,,,,-1,,,,,,,,2,,,,,
,-84,24,,,,,,,,-12,,,,,,,,6,,,,,
,393,1,,,,,,,,3,,,,,,,,-7,,,,,
,-771,,,,,,,,,3,,,,,,,,1,,,,,
,331,-27,,,,,,,,-11,,,,,,,,12,,,,,
,-222,27,,,,,,,,18,,,,,,,,-5,,,,,
,499,-8,,,,,,,,-8,,,,,,,,-1,,,,,
,-338,-40,,,,,,,,-3,,,,,,,,-1,,,,,
,51,40,,,,,,,,6,,,,,,,,-10,,,,,
,468,-33,,,,,,,,-19,,,,,,,,3,,,,,
,1021,-7,,,,,,,,15,,,,,,,,5,,,,,
,-1839,-8,,,,,,,,,,,,,,,,5,,,,,
,184,12,,,,,,,,3,,,,,,,,-11,,,,,
,175,-13,,,,,,,,-4,,,,,,,,1,,,,,
,1620,11,,,,,,,,5,,,,,,,,8,,,,,
,-1711,-28,,,,,,,,14,,,,,,,,-4,,,,,
,307,-4,,,,,,,,-12,,,,,,,,-5,,,,,
,-167,6,,,,,,,,-19,,,,,,,,3,,,,,
,1360,,,,,,,,,2,,,,,,,,-7,,,,,
,-930,-6,,,,,,,,19,,,,,,,,-4,,,,,
,-583,-9,,,,,,,,3,,,,,,,,17,,,,,
,930,15,,,,,,,,-12,,,,,,,,4,,,,,
,-1032,-5,,,,,,,,-8,,,,,,,,-6,,,,,
,216,-1,,,,,,,,17,,,,,,,,-11,,,,,
,29,3,,,,,,,,4,,,,,,,,10,,,,,
,27,-31,,,,,,,,12,,,,,,,,-5,,,,,
,-461,-3,,,,,,,,-11,,,,,,,,-2,,,,,
,582,18,,,,,,,,-17,,,,,,,,-4,,,,,
,-43,-19,,,,,,,,-3,,,,,,,,8,,,,,
,1179,18,,,,,,,,25,,,,,,,,6,,,,,
,-1083,-29,,,,,,,,10,,,,,,,,-6,,,,,
,-264,12,,,,,,,,-23,,,,,,,,3,,,,,
,51,-1,,,,,,,,6,,,,,,,,,,,,,
,881,-5,,,,,,,,3,,,,,,,,-8,,,,,
,-16,-11,,,,,,,,,,,,,,,,6,,,,,
,-917,29,,,,,,,,-15,,,,,,,,-5,,,,,
,282,-29,,,,,,,,-5,,,,,,,,1,,,,,
,542,12,,,,,,,,-3,,,,,,,,-2,,,,,
,-453,-1,,,,,,,,13,,,,,,,,8,,,,,
,-135,7,,,,,,,,1,,,,,,,,-5,,,,,
,-513,-1,,,,,,,,-16,,,,,,,,3,,,,,
,2104,1,,,,,,,,1,,,,,,,,2,,,,,
,-1391,-2,,,,,,,,4,,,,,,,,-10,,,,,
,-403,-13,,,,,,,,10,,,,,,,,2,,,,,
,2179,-16,,,,,,,,,,,,,,,,2,,,,,
,-2388,29,,,,,,,,-1,,,,,,,,-1,,,,,
,-228,-24,,,,,,,,-3,,,,,,,,-7,,,,,
,330,-2,,,,,,,,3,,,,,,,,,,,,,
,1978,-1,,,,,,,,-8,,,,,,,,-1,,,,,
,-2020,4,,,,,,,,8,,,,,,,,,,,,,
,-133,-4,,,,,,,,7,,,,,,,,-3,,,,,
,-508,,,,,,,,,-4,,,,,,,,13,,,,,
,476,-33,,,,,,,,-2,,,,,,,,1,,,,,
,-304,33,,,,,,,,-11,,,,,,,,2,,,,,
,1176,-33,,,,,,,,16,,,,,,,,5,,,,,
,-672,,,,,,,,,-5,,,,,,,,2,,,,,
,1396,-14,,,,,,,,16,,,,,,,,-7,,,,,
,-1773,10,,,,,,,,-7,,,,,,,,-2,,,,,
,1217,4,,,,,,,,-4,,,,,,,,1,,,,,
,2741,,,,,,,,,-5,,,,,,,,-7,,,,,
,-2862,,,,,,,,,2,,,,,,,,5,,,,,
,-87,,,,,,,,,-13,,,,,,,,,,,,,
,933,-14,,,,,,,,13,,,,,,,,1,,,,,
,-1444,3,,,,,,,,-8,,,,,,,,-6,,,,,
,40,-3,,,,,,,,-1,,,,,,,,-11,,,,,
,1500,-32,,,,,,,,11,,,,,,,,12,,,,,
,-2100,47,,,,,,,,1,,,,,,,,3,,,,,
,-130,-32,,,,,,,,-3,,,,,,,,14,,,,,
,180,-9,,,,,,,,-12,,,,,,,,-4,,,,,
,259,12,,,,,,,,4,,,,,,,,-7,,,,,
,991,-16,,,,,,,,-2,,,,,,,,-4,,,,,
,-788,,,,,,,,,-4,,,,,,,,13,,,,,
,-314,-22,,,,,,,,-3,,,,,,,,-1,,,,,
,614,25,,,,,,,,3,,,,,,,,-13,,,,,
,-127,-21,,,,,,,,8,,,,,,,,-8,,,,,
,-174,-1,,,,,,,,5,,,,,,,,19,,,,,
,891,1,,,,,,,,16,,,,,,,,2,,,,,
,-1335,5,,,,,,,,-22,,,,,,,,5,,,,,
,106,-18,,,,,,,,-9,,,,,,,,-4,,,,,
,668,,,,,,,,,9,,,,,,,,-14,,,,,
,1797,4,,,,,,,,2,,,,,,,,2,,,,,
,-2847,-21,,,,,,,,5,,,,,,,,10,,,,,
,507,-4,,,,,,,,-8,,,,,,,,-3,,,,,
,-56,21,,,,,,,,7,,,,,,,,-7,,,,,
,285,-17,,,,,,,,6,,,,,,,,1,,,,,
,-140,,,,,,,,,-15,,,,,,,,2,,,,,
,-116,-13,,,,,,,,3,,,,,,,,2,,,,,
,151,4,,,,,,,,-10,,,,,,,,-3,,,,,
,2072,-2,,,,,,,,14,,,,,,,,8,,,,,
,-2074,11,,,,,,,,-4,,,,,,,,-2,,,,,
,-387,-9,,,,,,,,5,,,,,,,,-11,,,,,
,444,-21,,,,,,,,2,,,,,,,,9,,,,,
,-257,,,,,,,,,2,,,,,,,,-5,,,,,
,-128,9,,,,,,,,-8,,,,,,,,3,,,,,
,-274,9,,,,,,,,11,,,,,,,,-1,,,,,
,930,-14,,,,,,,,3,,,,,,,,,,,,,
,-966,-3,,,,,,,,1,,,,,,,,1,,,,,
,305,,,,,,,,,-10,,,,,,,,-3,,,,,
,-372,-13,,,,,,,,-6,,,,,,,,9,,,,,
,7405,2,,,,,,,,12,,,,,,,,-6,,,,,
,-3486,-5,,,,,,,,-3,,,,,,,,-6,,,,,
,-3476,-13,,,,,,,,-9,,,,,,,,-2,,,,,
,327,,,,,,,,,,,,,,,,,-3,,,,,
,-266,-4,,,,,,,,10,,,,,,,,3,,,,,
,449,-13,,,,,,,,-5,,,,,,,,3,,,,,
,-425,13,,,,,,,,2,,,,,,,,8,,,,,
,101,4,,,,,,,,2,,,,,,,,-1,,,,,
,-792,-4,,,,,,,,1,,,,,,,,-2,,,,,
,984,2,,,,,,,,-12,,,,,,,,2,,,,,
,226,-15,,,,,,,,-4,,,,,,,,2,,,,,
,-823,3,,,,,,,,12,,,,,,,,-10,,,,,
,1026,-3,,,,,,,,-8,,,,,,,,9,,,,,
,-681,4,,,,,,,,3,,,,,,,,-1,,,,,
,45,-22,,,,,,,,11,,,,,,,,-8,,,,,
,267,,,,,,,,,9,,,,,,,,3,,,,,
,-332,,,,,,,,,-17,,,,,,,,,,,,,
,151,,,,,,,,,-4,,,,,,,,-4,,,,,
,-248,-13,,,,,,,,-2,,,,,,,,12,,,,,
,790,-13,,,,,,,,-2,,,,,,,,-8,,,,,
,-666,26,,,,,,,,2,,,,,,,,-10,,,,,
,-592,-13,,,,,,,,11,,,,,,,,6,,,,,
,727,-17,,,,,,,,-13,,,,,,,,7,,,,,
,-902,,,,,,,,,-7,,,,,,,,2,,,,,
,926,,,,,,,,,4,,,,,,,,-2,,,,,
,-473,4,,,,,,,,17,,,,,,,,,,,,,
,555,,,,,,,,,-12,,,,,,,,-13,,,,,
,-611,-14,,,,,,,,-3,,,,,,,,13,,,,,
,-166,-3,,,,,,,,2,,,,,,,,7,,,,,
,653,,,,,,,,,-7,,,,,,,,-1,,,,,
,-353,11,,,,,,,,9,,,,,,,,4,,,,,
,37,-30,,,,,,,,4,,,,,,,,-13,,,,,
,-101,22,,,,,,,,-8,,,,,,,,-16,,,,,
,826,-3,,,,,,,,6,,,,,,,,16,,,,,
,-448,-18,,,,,,,,6,,,,,,,,-9,,,,,
,426,,,,,,,,,-8,,,,,,,,,,,,,
,173,-10,,,,,,,,11,,,,,,,,12,,,,,
,-480,10,,,,,,,,-6,,,,,,,,2,,,,,
,-267,-10,,,,,,,,8,,,,,,,,-11,,,,,
,338,10,,,,,,,,-13,,,,,,,,,,,,,
,45,-10,,,,,,,,12,,,,,,,,-3,,,,,
,-536,-46,,,,,,,,4,,,,,,,,6,,,,,
,251,4,,,,,,,,-1,,,,,,,,5,,,,,
,964,,,,,,,,,-20,,,,,,,,-3,,,,,
,-1424,28,,,,,,,,-4,,,,,,,,-3,,,,,
,1573,-30,,,,,,,,15,,,,,,,,6,,,,,
,-1285,,,,,,,,,6,,,,,,,,-2,,,,,
,2372,1,,,,,,,,-2,,,,,,,,-5,,,,,
